"","gene_id","colors","locusName","Pathways","Pathways_Desc","GODescription","class","Description","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline","gene_metabolite"
"138","Manes.08G020200.v8.1","pink","Manes.08G020200","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","phosphopyruvate hydratase complex; magnesium ion binding; phosphopyruvate hydratase activity; glycolytic process","carb","(1 of 2) PTHR11902//PTHR11902:SF19 - ENOLASE // SUBFAMILY NOT NAMED","GO:0000015 GO:0000287 GO:0004634 GO:0006096","","K01689","PF00113 PF03952","PTHR11902 PTHR11902:SF19","Enolase","gene"
"139","Manes.08G021400.v8.1","yellow","Manes.08G021400","PWY66-399; PWY66-373; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation V (sucrose &alpha;-glucosidase); oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis); glycolysis III (from glucose); homolactic fermentation","fructose-bisphosphate aldolase activity; glycolytic process","carb","(1 of 10) K01623 - fructose-bisphosphate aldolase; class I (ALDO)","GO:0004332 GO:0006096","","K01623","PF00274","PTHR11627","Aldolase superfamily protein","gene"
"140","Manes.08G022400.v8.1","black","Manes.08G022400","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; 1,4-alpha-glucan branching enzyme activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; glycogen biosynthetic process; cation binding","carb","(1 of 2) PTHR10357//PTHR10357:SF141 - ALPHA-AMYLASE // 1;4-ALPHA-GLUCAN-BRANCHING ENZYME 2-1; CHLOROPLASTIC/AMYLOPLASTIC-RELATED","GO:0003824 GO:0003844 GO:0004553 GO:0005975 GO:0005978 GO:0043169","","K00700","PF00128 PF02806 PF02922","PTHR10357 PTHR10357:SF141","starch branching enzyme 2.1","gene"
"141","Manes.08G037000.v8.1","turquoise","Manes.08G037000","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","magnesium ion binding; catalytic activity; sucrose biosynthetic process; metabolic process; phosphatase activity; sucrose-phosphate phosphatase activity","carb","(1 of 3) 3.1.3.24 - Sucrose-phosphate phosphatase / Sucrose-6-phosphate phosphatase","GO:0000287 GO:0003824 GO:0005986 GO:0008152 GO:0016791 GO:0050307","","","PF08282 PF08472","PTHR12526 PTHR12526:SF2","Sucrose-6F-phosphate phosphohydrolase family protein","gene"
"142","Manes.08G037100.v8.1","turquoise","Manes.08G037100","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","carotenoid biosynthetic process; oxidoreductase activity; isomerase activity","carot","(1 of 1) K09835 - prolycopene isomerase (crtISO; crtH)","GO:0016117 GO:0016491 GO:0016853 GO:0055114","","K09835","PF01593","PTHR10668 PTHR10668:SF5","carotenoid isomerase","gene"
"143","Manes.08G050700.v8.1","green","Manes.08G050700","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","","carb","(1 of 2) PTHR31362:SF1 - EXPRESSED PROTEIN","","","","PF03385","PTHR31362 PTHR31362:SF1","Protein of unknown function (DUF288)","gene"
"144","Manes.08G076550.v8.1","turquoise","Manes.08G076550","PWY-5910; PWY-7709; PWY-6859; PWY-5122; PWY-5123","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); (3<i>R</i>)-linalool biosynthesis; <i>all-trans</i>-farnesol biosynthesis; geranyl diphosphate biosynthesis; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isoprenoid biosynthetic process","carot","(1 of 2) 2.5.1.1//2.5.1.10 - Dimethylallyltranstransferase / Prenyltransferase // (2E;6E)-farnesyl diphosphate synthase / Geranyltranstransferase","GO:0008299","KOG0711","K00787","PF00348","PTHR11525 PTHR11525:SF5","farnesyl diphosphate synthase 1","gene"
"145","Manes.08G091100.v8.1","darkturquoise","Manes.08G091100","PWY-6724","starch degradation II","catalytic activity; starch binding","carb","(1 of 2) 2.7.9.5 - Phosphoglucan; water dikinase","GO:0003824 GO:2001070","","","PF00686","PTHR10357 PTHR10357:SF149","Carbohydrate-binding-like fold","gene"
"146","Manes.08G094400.v8.1","cyan","Manes.08G094400","PWY-5486; PWY-6330","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis II","magnesium ion binding; catalytic activity; carboxy-lyase activity; thiamine pyrophosphate binding","carb","(1 of 2) PTHR18968:SF137 - PYRUVATE DECARBOXYLASE 2","GO:0000287 GO:0003824 GO:0016831 GO:0030976","","K01568","PF00205 PF02775 PF02776","PTHR18968 PTHR18968:SF137","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein","gene"
"147","Manes.08G103800.v8.1","darkgreen","Manes.08G103800","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","catalytic activity; pyruvate dehydrogenase (acetyl-transferring) activity; acetyl-CoA biosynthetic process from pyruvate; metabolic process","carb","(1 of 2) PTHR11624//PTHR11624:SF56 - DEHYDROGENASE RELATED // PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA; MITOCHONDRIAL","GO:0003824 GO:0004739 GO:0006086 GO:0008152","","K00162","PF02779 PF02780","PTHR11624 PTHR11624:SF56","Transketolase family protein","gene"
"148","Manes.08G122300.v8.1","yellow","Manes.08G122300","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","mevalonate kinase activity; ATP binding; cytoplasm; metabolic process; isoprenoid biosynthetic process; kinase activity; phosphotransferase activity, alcohol group as acceptor","carot","(1 of 2) 2.7.1.36 - Mevalonate kinase","GO:0004496 GO:0005524 GO:0005737 GO:0008152 GO:0008299 GO:0016301 GO:0016773","KOG1511","K00869","PF00288 PF08544","PTHR10457 PTHR10457:SF4","mevalonate kinase","gene"
"149","Manes.08G128100.v8.1","pink","Manes.08G128100","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","carotenoid biosynthetic process; 9,9'-di-cis-zeta-carotene desaturase activity","carot","(1 of 1) 1.14.99.30 - Transferred entry: 1.3.5.6","GO:0016117 GO:0016719 GO:0055114","KOG0029","K00514","PF13450","PTHR10742 PTHR10742:SF274","zeta-carotene desaturase","gene"
"150","Manes.08G151600.v8.1","grey","Manes.08G151600","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","","carb","(1 of 3) PTHR10992//PTHR10992:SF217 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // HYDROLASE; ALPHA/BETA FOLD FAMILY PROTEIN","","KOG1454","","PF00561","PTHR10992 PTHR10992:SF217","alpha/beta-Hydrolases superfamily protein","gene"
"151","Manes.08G151500.v8.1","blue","Manes.08G151500","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","","carb","(1 of 3) PTHR10992//PTHR10992:SF217 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // HYDROLASE; ALPHA/BETA FOLD FAMILY PROTEIN","","KOG1454","","PF00561","PTHR10992 PTHR10992:SF217","alpha/beta-Hydrolases superfamily protein","gene"
"152","Manes.08G156000.v8.1","salmon","Manes.08G156000","PWY-3801; PWY-6527; SUCSYN-PWY; PWY-7238; PWY-7343; ","sucrose degradation II (sucrose synthase); stachyose degradation; sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; ","structural constituent of ribosome; intracellular anatomical structure; ribosome; translation; metabolic process; uridylyltransferase activity","carb","(1 of 1) KOG2638 - UDP-glucose pyrophosphorylase","GO:0003735 GO:0005622 GO:0005840 GO:0006412 GO:0008152 GO:0070569","KOG2638","K00963","PF00318 PF01704","PTHR11952 PTHR11952:SF13","","gene"
"153","Manes.08G162200.v8.1","turquoise","Manes.08G162200","PWY-6724; PWY-7238","starch degradation II; sucrose biosynthesis II","4-alpha-glucanotransferase activity; carbohydrate metabolic process; starch binding","carb","(1 of 1) PTHR32518//PTHR32518:SF3 - FAMILY NOT NAMED // 4-ALPHA-GLUCANOTRANSFERASE DPE2","GO:0004134 GO:0005975 GO:2001070","","K00705","PF00686 PF02446","PTHR32518 PTHR32518:SF3","disproportionating enzyme 2","gene"
"154","Manes.08G166700.v8.1","darkred","Manes.08G166700","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","catalytic activity; phosphoglycerate mutase activity; cytoplasm; glucose catabolic process; manganese ion binding; metal ion binding","carb","(1 of 2) 5.4.2.11//5.4.2.12 - Phosphoglycerate mutase (2;3-diphosphoglycerate-dependent) / Phosphoglyceromutase // Phosphoglycerate mutase (2;3-diphosphoglycerate-independent) / Phosphoglyceromutase","GO:0003824 GO:0004619 GO:0005737 GO:0006007 GO:0030145 GO:0046872","","K15633","PF01676 PF06415","PTHR31637 PTHR31637:SF3","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","gene"
"155","Manes.09G007300.v8.1","blue","Manes.09G007300","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 1) PTHR11817//PTHR11817:SF29 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","KOG2323","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF29","","gene"
"156","Manes.09G008200.v8.1","red","Manes.09G008200","CAROTENOID-PWY; PWY-5947; PWY-5943","superpathway of carotenoid biosynthesis; lutein biosynthesis; &beta;-carotene biosynthesis","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","carot","(1 of 1) K06443 - lycopene beta-cyclase (lcyB; crtL1; crtY)","GO:0016117 GO:0016705","","K06443","PF05834","PTHR13789 PTHR13789:SF249","lycopene cyclase","gene"
"157","Manes.09G042100.v8.1","grey","Manes.09G042100","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","magnesium ion binding; catalytic activity; sucrose biosynthetic process; metabolic process; phosphatase activity; sucrose-phosphate phosphatase activity","carb","(1 of 3) 3.1.3.24 - Sucrose-phosphate phosphatase / Sucrose-6-phosphate phosphatase","GO:0000287 GO:0003824 GO:0005986 GO:0008152 GO:0016791 GO:0050307","","","PF08282 PF08472","PTHR12526 PTHR12526:SF2","Sucrose-6F-phosphate phosphohydrolase family protein","gene"
"158","Manes.09G056200.v8.1","green","Manes.09G056200","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","","carb","(1 of 3) PTHR10992//PTHR10992:SF740 - ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN // ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN-RELATED","","KOG1454","","PF12697","PTHR10992 PTHR10992:SF740","alpha/beta-Hydrolases superfamily protein","gene"
"159","Manes.09G058676.v8.1","black","Manes.09G058676","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; 1,4-alpha-glucan branching enzyme activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; glycogen biosynthetic process; cation binding","carb","(1 of 2) PTHR10357//PTHR10357:SF141 - ALPHA-AMYLASE // 1;4-ALPHA-GLUCAN-BRANCHING ENZYME 2-1; CHLOROPLASTIC/AMYLOPLASTIC-RELATED","GO:0003824 GO:0003844 GO:0004553 GO:0005975 GO:0005978 GO:0043169","","K00700","PF00128 PF02806 PF02922","PTHR10357 PTHR10357:SF141","starch branching enzyme 2.1","gene"
"160","Manes.09G060608.v8.1","darkred","Manes.09G060608","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","phosphopyruvate hydratase complex; magnesium ion binding; phosphopyruvate hydratase activity; glycolytic process","carb","(1 of 2) PTHR11902//PTHR11902:SF19 - ENOLASE // SUBFAMILY NOT NAMED","GO:0000015 GO:0000287 GO:0004634 GO:0006096","","K01689","PF00113 PF03952","PTHR11902 PTHR11902:SF19","Enolase","gene"
"161","Manes.09G061100.v8.1","tan","Manes.09G061100","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 3) PTHR11817//PTHR11817:SF33 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF33","Pyruvate kinase family protein","gene"
"162","Manes.09G049886.v8.1","grey","Manes.09G049886","PWY-6724","starch degradation II","polysaccharide catabolic process; beta-amylase activity","carb","(1 of 11) 3.2.1.2 - Beta-amylase / Saccharogen amylase","GO:0000272 GO:0016161","","","PF01373","PTHR31352 PTHR31352:SF7","","gene"
"163","Manes.09G066828.v8.1","greenyellow","Manes.09G066828","ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY; PWY66-399; PHOTOALL-PWY; GLUCONEO-PWY; PWY-5464; CALVIN-PWY; PWY-1042; SUCSYN-PWY","glycolysis III (from glucose); homolactic fermentation; gluconeogenesis III; oxygenic photosynthesis; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Calvin-Benson-Bassham cycle; glycolysis IV (plant cytosol); sucrose biosynthesis I (from photosynthesis)","phosphoglycerate kinase activity; glycolytic process; tRNA modification; tRNA (guanine(46)-N7)-methyltransferase activity","carb","(1 of 1) PTHR11406//PTHR11406:SF13 - PHOSPHOGLYCERATE KINASE // SUBFAMILY NOT NAMED","GO:0004618 GO:0006096 GO:0006400 GO:0008176","KOG1367","K00927","PF00162 PF02390","PTHR11406 PTHR11406:SF13","","gene"
"164","Manes.09G076472.v8.1","turquoise","Manes.09G076472","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","catalytic activity; carbohydrate metabolic process; cation binding","carb","(1 of 2) PTHR10357:SF119 - 1;4-ALPHA-GLUCAN-BRANCHING ENZYME 3; CHLOROPLASTIC/AMYLOPLASTIC","GO:0003824 GO:0005975 GO:0043169","","","PF02806","PTHR10357 PTHR10357:SF119","","gene"
"165","Manes.09G079657.v8.1","turquoise","Manes.09G079657","; CAROTENOID-PWY; PWY-5947","; superpathway of carotenoid biosynthesis; lutein biosynthesis","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding","carot","(1 of 1) PTHR24291//PTHR24291:SF46 - FAMILY NOT NAMED // CYTOCHROME P450 97B3; CHLOROPLASTIC","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0157","","PF00067","PTHR24291 PTHR24291:SF46","cytochrome P450, family 97, subfamily B, polypeptide 3","gene"
"166","Manes.09G084500.v8.1","blue","Manes.09G084500","PWY-5910; PWY-7709; PWY-6859; PWY-5122; PWY-5123","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); (3<i>R</i>)-linalool biosynthesis; <i>all-trans</i>-farnesol biosynthesis; geranyl diphosphate biosynthesis; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isoprenoid biosynthetic process","carot","(1 of 2) 2.5.1.1//2.5.1.10 - Dimethylallyltranstransferase / Prenyltransferase // (2E;6E)-farnesyl diphosphate synthase / Geranyltranstransferase","GO:0008299","KOG0711","K00787","PF00348","PTHR11525 PTHR11525:SF5","farnesyl diphosphate synthase 1","gene"
"167","Manes.09G085200.v8.1","salmon","Manes.09G085200","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","6-phosphofructokinase activity; ATP binding; fructose 6-phosphate metabolic process; glycolytic process","carb","(1 of 2) PTHR13697//PTHR13697:SF11 - PHOSPHOFRUCTOKINASE // 6-PHOSPHOFRUCTOKINASE 2","GO:0003872 GO:0005524 GO:0006002 GO:0006096","KOG2440","K00850","PF00365","PTHR13697 PTHR13697:SF11","phosphofructokinase 2","gene"
"168","Manes.09G100784.v8.1","turquoise","Manes.09G100784","PWY-4101; PWY-3801; PWY-621","D-sorbitol degradation I; sucrose degradation II (sucrose synthase); sucrose degradation III (sucrose invertase)","","carb","(1 of 1) PTHR10584//PTHR10584:SF175 - SUGAR KINASE // FRUCTOKINASE-LIKE 1","","KOG2855","","PF00294","PTHR10584 PTHR10584:SF175","fructokinase-like 1","gene"
"169","Manes.09G104500.v8.1","yellow","Manes.09G104500","","","catalytic activity; starch binding","carb","(1 of 2) 3.2.1.3 - Glucan 1;4-alpha-glucosidase / Lysosomal alpha-glucosidase","GO:0003824 GO:2001070","","","PF00686","PTHR10357 PTHR10357:SF149","Carbohydrate-binding-like fold","gene"
"170","Manes.09G106300.v8.1","darkturquoise","Manes.09G106300","PWY-5486; PWY-6330","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis II","magnesium ion binding; catalytic activity; carboxy-lyase activity; thiamine pyrophosphate binding","carb","(1 of 2) PTHR18968:SF137 - PYRUVATE DECARBOXYLASE 2","GO:0000287 GO:0003824 GO:0016831 GO:0030976","","K01568","PF00205 PF02775 PF02776","PTHR18968 PTHR18968:SF137","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein","gene"
"171","Manes.09G120000.v8.1","brown","Manes.09G120000","PWY66-399; GLUCONEO-PWY; PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; gluconeogenesis I; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","catalytic activity; phosphoglycerate mutase activity; cytoplasm; glucose catabolic process; manganese ion binding; metal ion binding","carb","(1 of 2) 5.4.2.11//5.4.2.12 - Phosphoglycerate mutase (2;3-diphosphoglycerate-dependent) / Phosphoglyceromutase // Phosphoglycerate mutase (2;3-diphosphoglycerate-independent) / Phosphoglyceromutase","GO:0003824 GO:0004619 GO:0005737 GO:0006007 GO:0030145 GO:0046872","","K15633","PF01676 PF06415","PTHR31637 PTHR31637:SF3","Phosphoglycerate mutase, 2,3-bisphosphoglycerate-independent","gene"
"172","Manes.09G128000.v8.1","grey","Manes.09G128000","PWY-7117; GLUCONEO-PWY; PWY-561","C4 photosynthetic carbon assimilation cycle, PEPCK type; gluconeogenesis I; superpathway of glyoxylate cycle and fatty acid degradation","phosphoenolpyruvate carboxykinase (ATP) activity; ATP binding; gluconeogenesis","carb","(1 of 1) PTHR30031//PTHR30031:SF2 - PHOSPHOENOLPYRUVATE CARBOXYKINASE  ATP // SUBFAMILY NOT NAMED","GO:0004612 GO:0005524 GO:0006094","","","PF01293","PTHR30031 PTHR30031:SF2","","gene"
"173","Manes.09G129300.v8.1","tan","Manes.09G129300","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","carb","(1 of 1) PTHR11695//PTHR11695:SF538//PTHR11695:SF568 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED // SUBFAMILY NOT NAMED","GO:0008270 GO:0016491 GO:0055114","KOG0022","","PF00107 PF08240","PTHR11695 PTHR11695:SF538","","gene"
"174","Manes.09G144600.v8.1","turquoise","Manes.09G144600","CAROTENOID-PWY; PWY-5945","superpathway of carotenoid biosynthesis; zeaxanthin, antheraxanthin and violaxanthin interconversion","chloroplast; violaxanthin de-epoxidase activity","carot","(1 of 1) K09839 - violaxanthin de-epoxidase (VDE; NPQ1)","GO:0009507 GO:0046422 GO:0055114","","K09839","PF07137","PTHR33970 PTHR33970:SF1","non-photochemical quenching 1","gene"
"175","Manes.09G165700.v8.1","lightgreen","Manes.09G165700","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","mevalonate kinase activity; ATP binding; cytoplasm; metabolic process; isoprenoid biosynthetic process; kinase activity; phosphotransferase activity, alcohol group as acceptor","carot","(1 of 2) 2.7.1.36 - Mevalonate kinase","GO:0004496 GO:0005524 GO:0005737 GO:0008152 GO:0008299 GO:0016301 GO:0016773","KOG1511","K00869","PF00288 PF08544","PTHR10457 PTHR10457:SF4","mevalonate kinase","gene"
"176","Manes.09G185400.v8.1","brown","Manes.09G185400","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","catalytic activity; pyruvate dehydrogenase (acetyl-transferring) activity; acetyl-CoA biosynthetic process from pyruvate; metabolic process","carb","(1 of 2) PTHR11624:SF56 - PYRUVATE DEHYDROGENASE E1 COMPONENT SUBUNIT BETA; MITOCHONDRIAL","GO:0003824 GO:0004739 GO:0006086 GO:0008152","","K00162","PF02779 PF02780","PTHR11624 PTHR11624:SF56","Transketolase family protein","gene"
"177","Manes.10G010100.v8.1","black","Manes.10G010100","PWY-3801; PWY-6527; SUCSYN-PWY; PWY-7238; PWY-7343","sucrose degradation II (sucrose synthase); stachyose degradation; sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis","metabolic process; uridylyltransferase activity","carb","(1 of 1) PTHR11952//PTHR11952:SF8 - UDP- GLUCOSE PYROPHOSPHORYLASE // UDP-GLUCOSE PYROPHOSPHORYLASE 3","GO:0008152 GO:0070569","","","PF01704","PTHR11952 PTHR11952:SF8","UDP-glucose pyrophosphorylase 3","gene"
"178","Manes.10G046600.v8.1","grey","Manes.10G046600","PWY-3801; GLYCOGENSYNTH-PWY; PWY-882; SUCSYN-PWY; PWY-7238; PWY-7343; PWY-5659; GLUCOSE1PMETAB-PWY; PWY-622; PWY66-422","sucrose degradation II (sucrose synthase); glycogen biosynthesis I (from ADP-D-Glucose); L-ascorbate biosynthesis I (L-galactose pathway); sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; GDP-mannose biosynthesis; glucose and glucose-1-phosphate degradation; starch biosynthesis; D-galactose degradation V (Leloir pathway)","carbohydrate metabolic process; intramolecular phosphotransferase activity","carb","(1 of 2) 5.4.2.2//5.4.2.8 - Phosphoglucomutase (alpha-D-glucose-1;6-bisphosphate-dependent) / Phosphoglucose mutase // Phosphomannomutase / Phosphomannose mutase","GO:0005975 GO:0016868","","","PF02878 PF02879 PF02880","PTHR22573 PTHR22573:SF18","phosphoglucosamine mutase family protein","gene"
"179","Manes.10G054100.v8.1","turquoise","Manes.10G054100","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","metabolic process; acyltransferase activity","carb","(1 of 1) PTHR23151:SF56 - DIHYDROLIPOYLLYSINE-RESIDUE ACETYLTRANSFERASE COMPONENT 1 OF PYRUVATE DEHYDROGENASE COMPLEX; MITOCHONDRIAL","GO:0008152 GO:0016746","KOG0557","K00627","PF00198 PF00364 PF02817","PTHR23151 PTHR23151:SF56","Dihydrolipoamide acetyltransferase, long form protein","gene"
"180","Manes.10G054450.v8.1","pink","Manes.10G054450","PWY-5464; PWY-5723; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; Rubisco shunt; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","magnesium ion binding; pyruvate kinase activity; glycolytic process; potassium ion binding","carb","(1 of 3) PTHR11817//PTHR11817:SF33 - PYRUVATE KINASE // SUBFAMILY NOT NAMED","GO:0000287 GO:0004743 GO:0006096 GO:0030955","","K00873","PF00224 PF02887","PTHR11817 PTHR11817:SF33","","gene"
"181","Manes.10G071200.v8.1","yellow","Manes.10G071200","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","magnesium ion binding; catalytic activity; sucrose biosynthetic process; metabolic process; phosphatase activity; sucrose-phosphate phosphatase activity","carb","(1 of 3) 3.1.3.24 - Sucrose-phosphate phosphatase / Sucrose-6-phosphate phosphatase","GO:0000287 GO:0003824 GO:0005986 GO:0008152 GO:0016791 GO:0050307","","","PF08282 PF08472","PTHR12526 PTHR12526:SF2","","gene"
"182","Manes.10G152000.v8.1","darkred","Manes.10G152000","GLYOXYLATE-BYPASS; PWY-5464; PWY-5690; PWY-6549; PWY-561","glyoxylate cycle; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; TCA cycle II (plants and fungi); L-glutamine biosynthesis III; superpathway of glyoxylate cycle and fatty acid degradation","citrate (Si)-synthase activity; citrate metabolic process; acyltransferase activity, acyl groups converted into alkyl on transfer","carb","(1 of 2) PTHR11739//PTHR11739:SF8 - CITRATE SYNTHASE // CITRATE SYNTHASE; MITOCHONDRIAL","GO:0004108 GO:0006101 GO:0046912","","K01647","PF00285","PTHR11739 PTHR11739:SF8","Citrate synthase family protein","gene"
