TAG_type,locusName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,Pathways,Pathways_Desc,GODescription,class,Description,GO,KOG,KO,Pfam,Panther,Best-hit-arabi-defline
genetic,Manes.09G058128,5.794886767,-0.650425586,0.12010656,-5.415404354,6.12E-08,1.80E-06,-,,,"hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; carbohydrate binding; beta-galactosidase activity; beta-galactosidase complex",NA,(1 of 3) PF01301//PF02140//PF02449 - Glycosyl hydrolases family 35 (Glyco_hydro_35) // Galactose binding lectin domain (Gal_Lectin) // Beta-galactosidase (Glyco_hydro_42),GO:0004553 GO:0005975 GO:0030246,,,PF01301 PF02140,PTHR23421 PTHR23421:SF49,
genetic,Manes.14G047700,49.60536442,1.02915258,0.190337086,5.40699976,6.41E-08,1.86E-06,+,,,,NA,(1 of 9) PTHR10791:SF22 - BIDIRECTIONAL SUGAR TRANSPORTER SWEET10,GO:0016021,KOG1623,K15382,PF03083,PTHR10791 PTHR10791:SF22,Nodulin MtN3 family protein
genetic,Manes.08G102800,2.072625727,-1.286918384,0.238841895,-5.388160171,7.12E-08,2.05E-06,-,,,,NA,(1 of 2) PTHR33077:SF6 - PROTEIN TIFY 9,,,K13464,PF06200 PF09425,PTHR33077 PTHR33077:SF6,jasmonate-zim-domain protein 10
genetic,Manes.06G046451,3.685838267,-0.8175523,0.151757615,-5.387224227,7.16E-08,2.05E-06,-,,,,NA,(1 of 2) PTHR31923:SF9 - BSD DOMAIN-CONTAINING PROTEIN,,,,,PTHR31923 PTHR31923:SF9,
genetic,Manes.13G141600,7.363574741,-0.614701328,0.114435841,-5.371580458,7.80E-08,2.21E-06,-,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 3) PTHR31079//PTHR31079:SF5 - FAMILY NOT NAMED // NAC DOMAIN CONTAINING PROTEIN 10,GO:0003677 GO:0006355,,,PF02365,PTHR31079 PTHR31079:SF5,NAC domain containing protein 73
genetic,Manes.02G057200,6.406540636,0.95827517,0.179738011,5.331510928,9.74E-08,2.68E-06,+,,,,NA,,,,,,,
genetic,Manes.01G034900,1.731599174,0.951191354,0.178541353,5.327568856,9.95E-08,2.73E-06,+,,,calcium ion binding,NA,(1 of 7) PTHR10891:SF574 - CALCIUM-BINDING PROTEIN CML30-RELATED,GO:0005509,KOG0027,,PF13405,PTHR10891 PTHR10891:SF574,
genetic,Manes.15G053700,1.975033082,0.706222797,0.133375331,5.295003148,1.19E-07,3.22E-06,+,,,,NA,(1 of 21) PF04576 - Zein-binding (Zein-binding),,,,PF04576,PTHR31422 PTHR31422:SF3,"Protein of unknown function, DUF593"
genetic,Manes.05G017100,7.253479125,-0.596194386,0.112839362,-5.283567528,1.27E-07,3.41E-06,-,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 2) PTHR31989:SF45 - NAC DOMAIN-CONTAINING PROTEIN 43-RELATED,GO:0003677 GO:0006355,,,PF02365,PTHR31989 PTHR31989:SF45,NAC (No Apical Meristem) domain transcriptional regulator superfamily protein
genetic,Manes.03G092000,6.41947934,-0.528906267,0.100140979,-5.281616707,1.28E-07,3.44E-06,-,,,protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation,NA,(1 of 1) PF00069//PF11721//PF13855 - Protein kinase domain (Pkinase) // Di-glucose binding within endoplasmic reticulum (Malectin) // Leucine rich repeat (LRR_8),GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468,KOG1187,,PF00069 PF11721 PF13855,PTHR27006 PTHR27006:SF11,Leucine-rich repeat transmembrane protein kinase
genetic,Manes.01G191300,6.389156537,-0.777380694,0.147417962,-5.273310549,1.34E-07,3.58E-06,-,,,transporter activity; transport; membrane,NA,(1 of 5) PTHR11654//PTHR11654:SF98 - OLIGOPEPTIDE TRANSPORTER-RELATED // PROTEIN NRT1/ PTR FAMILY 4.5-RELATED,GO:0005215 GO:0006810 GO:0016020,,K14638,PF00854,PTHR11654 PTHR11654:SF98,nitrate transporter 1:2
genetic,Manes.11G037800,3.819287812,-0.666173284,0.126625397,-5.260976848,1.43E-07,3.80E-06,-,,,DNA binding; lipid binding,NA,(1 of 2) PTHR24326:SF272 - HOMEOBOX-LEUCINE ZIPPER PROTEIN GLABRA 2,GO:0003677 GO:0008289,,K09338,PF00046 PF01852,PTHR24326 PTHR24326:SF272,HD-ZIP IV family of homeobox-leucine zipper protein with lipid-binding START domain
genetic,Manes.01G070200,31.34862465,-0.756169807,0.144259253,-5.241742145,1.59E-07,4.15E-06,-,PWY-641; PWY-7267; PWY-5125,proanthocyanidins biosynthesis from flavanols; anthocyanin biosynthesis (pelargonidin 3-<i>O</i>-glucoside); anthocyanin biosynthesis,oxidoreductase activity,NA,(1 of 1) K05277 - leucoanthocyanidin dioxygenase (E1.14.11.19),GO:0016491 GO:0055114,KOG0143,K05277,PF03171 PF14226,PTHR10209 PTHR10209:SF190,leucoanthocyanidin dioxygenase
genetic,Manes.06G006600,7.047884987,0.836275039,0.159831504,5.232229048,1.67E-07,4.34E-06,+,,,"monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding",NA,(1 of 11) PTHR24296:SF1 - ALKANE HYDROXYLASE CYP96A15-RELATED,GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114,KOG0157,,PF00067,PTHR24296 PTHR24296:SF1,
genetic,Manes.01G238251,8.524706131,0.576989799,0.110314972,5.230385192,1.69E-07,4.36E-06,+,,,DNA binding; regulation of DNA-templated transcription,NA,(1 of 6) PTHR31989//PTHR31989:SF5 - FAMILY NOT NAMED // F11O4.3-RELATED,GO:0003677 GO:0006355,,,PF02365,PTHR31989 PTHR31989:SF5,
genetic,Manes.16G067000,1.09545194,-0.807436535,0.154364922,-5.230699577,1.69E-07,4.36E-06,-,,,oxygen binding,NA,(1 of 2) PF01152 - Bacterial-like globin (Bac_globin),GO:0019825,,,PF01152,PTHR10681,hemoglobin 3
genetic,Manes.17G106600,45.39824786,0.567754167,0.108549657,5.230363537,1.69E-07,4.36E-06,+,,,,NA,(1 of 5) PTHR33595:SF3 - EMB|CAB62340.1-RELATED,,,,,PTHR33595 PTHR33595:SF3,(1 of 6) PTHR33595:SF3 - EMB
genetic,Manes.09G098100,40.8031199,-0.61753134,0.118150451,-5.226652404,1.73E-07,4.44E-06,-,,,transporter activity; transport; membrane; transmembrane transport,NA,(1 of 5) PTHR11654:SF79 - PROTEIN NRT1/ PTR FAMILY 5.5-RELATED,GO:0005215 GO:0006810 GO:0016020,,K14638,PF00854,PTHR11654 PTHR11654:SF79,Major facilitator superfamily protein
genetic,Manes.10G102200,8.87271464,0.521564647,0.09980216,5.225985539,1.73E-07,4.44E-06,+,,,protein ubiquitination,NA,(1 of 6) PTHR32370//PTHR32370:SF6 - FAMILY NOT NAMED // ROOT PHOTOTROPISM PROTEIN 3,GO:0016567,,,PF03000,PTHR32370 PTHR32370:SF6,Phototropic-responsive NPH3 family protein
genetic,Manes.18G017300,3.002315769,0.88353899,0.169263041,5.219916796,1.79E-07,4.58E-06,+,,,microtubule motor activity; ATP binding; kinesin complex; microtubule-based movement; microtubule binding,NA,(1 of 2) PTHR24115//PTHR24115:SF496 - FAMILY NOT NAMED // ATP BINDING MICROTUBULE MOTOR FAMILY PROTEIN,GO:0003777 GO:0005524 GO:0005871 GO:0007018 GO:0008017,KOG0242,K11498,PF00225 PF11995,PTHR24115 PTHR24115:SF496,ATP binding microtubule motor family protein
genetic,Manes.08G072951,1.673197777,1.399864738,0.268596176,5.211782096,1.87E-07,4.76E-06,+,,,,NA,,,,,,PTHR34121 PTHR34121:SF1,
genetic,Manes.05G184800,18.13253162,0.596107651,0.114491758,5.206555147,1.92E-07,4.88E-06,+,,,DNA binding; DNA-binding transcription factor activity; regulation of DNA-templated transcription; sequence-specific DNA binding,NA,(1 of 49) K09338 - homeobox-leucine zipper protein (HD-ZIP),GO:0003677 GO:0003700 GO:0006355 GO:0043565,KOG0483,K09338,PF00046 PF02183,PTHR24326 PTHR24326:SF284,
genetic,Manes.12G089028,426.1661793,0.554346847,0.106719608,5.194423548,2.05E-07,5.16E-06,+,,,,NA,(1 of 15) PF04720 - PDDEXK-like family of unknown function (PDDEXK_6),,,,PF04720,PTHR31579 PTHR31579:SF2,Protein of unknown function (DUF506)
genetic,Manes.10G070600,2.696090744,-0.796137873,0.153327744,-5.192392779,2.08E-07,5.21E-06,-,,,,NA,(1 of 2) PTHR11527//PTHR11527:SF131 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // SUBFAMILY NOT NAMED,,,,PF00011,PTHR11527 PTHR11527:SF131,HSP20-like chaperones superfamily protein
genetic,Manes.11G011200,24.88789295,0.577720445,0.112063446,5.15529787,2.53E-07,6.20E-06,+,LIPAS-PWY,triacylglycerol degradation,lipid metabolic process,NA,(1 of 6) PTHR21493:SF131 - ALPHA/BETA-HYDROLASES,GO:0006629,KOG4569,,PF01764,PTHR21493 PTHR21493:SF131,alpha/beta-Hydrolases superfamily protein
genetic,Manes.02G056900,1.945418463,1.225554464,0.237739946,5.155021209,2.54E-07,6.20E-06,+,,,,NA,,,,,,,
genetic,Manes.10G105800,1.672260455,-0.926157922,0.180224354,-5.138916588,2.76E-07,6.71E-06,-,PWY-5441; PWY-6054,S-methyl-L-methionine cycle; dimethylsulfoniopropanoate biosynthesis I (Wollastonia),methyltransferase activity; biosynthetic process; pyridoxal phosphate binding,NA,(1 of 2) 2.1.1.12 - Methionine S-methyltransferase,GO:0008168 GO:0009058 GO:0030170,,K08247,PF00155 PF12847,PTHR11751 PTHR11751:SF133,methionine S-methyltransferase
genetic,Manes.05G037700,2.861719819,-0.604047414,0.117798591,-5.127798287,2.93E-07,7.06E-06,-,,,metabolic process; oxidoreductase activity,NA,(1 of 5) K15095 - (+)-neomenthol dehydrogenase (E1.1.1.208),GO:0008152 GO:0016491,KOG1208,K15095,PF00106,PTHR24322 PTHR24322:SF442,
genetic,Manes.09G183950,18.25586735,0.537255749,0.105069886,5.11331811,3.17E-07,7.56E-06,+,,,GTPase activity; GTP binding,NA,(1 of 1) PF00350//PF02212 - Dynamin family (Dynamin_N) // Dynamin GTPase effector domain (GED),GO:0003924 GO:0005525,,,PF00350 PF02212,PTHR11566 PTHR11566:SF45,Dynamin related protein 4A
genetic,Manes.06G164800,4.104586979,-0.732071854,0.143194919,-5.112415035,3.18E-07,7.57E-06,-,,,,NA,(1 of 1) PTHR10641//PTHR10641:SF593 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,,KOG0048,K09422,PF00249,PTHR10641 PTHR10641:SF593,
genetic,Manes.11G041900,1.760050397,-0.878745197,0.171939023,-5.110795583,3.21E-07,7.61E-06,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 1569) 2.7.11.1 - Non-specific serine/threonine protein kinase / Threonine-specific protein kinase,GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF00069,PTHR27001,
genetic,Manes.02G221201,48.79765283,-0.513499159,0.100490923,-5.109905881,3.22E-07,7.64E-06,-,,,ADP binding,NA,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,GO:0043531,KOG4658,,PF00931,PTHR23155 PTHR23155:SF554,
genetic,Manes.12G099300,12.7786315,0.736443069,0.144258147,5.105036233,3.31E-07,7.80E-06,+,,,calcium ion binding,NA,(1 of 4) PTHR10891:SF568 - CALCIUM-BINDING PROTEIN CML41-RELATED,GO:0005509,KOG0027,K13448,PF13499 PF13833,PTHR10891 PTHR10891:SF568,calmodulin-like 41
genetic,Manes.15G033100,492.5117602,0.63585339,0.124922444,5.089985189,3.58E-07,8.37E-06,+,,,,NA,"(1 of 1) PTHR14154//PTHR14154:SF5 - UPF0041 BRAIN PROTEIN 44-RELATED // EARLY LIGHT-INDUCED PROTEIN 1, CHLOROPLASTIC-RELATED",,,,PF00504,PTHR14154 PTHR14154:SF5,Chlorophyll A-B binding family protein
genetic,Manes.01G122200,4.706966724,-0.668898127,0.131893462,-5.071503312,3.95E-07,9.10E-06,-,GLUDEG-I-PWY; PWY-4321; PWY0-1305,GABA shunt; L-glutamate degradation IV; L-glutamate degradation IX (via 4-aminobutanoate),glutamate decarboxylase activity; glutamate metabolic process; carboxy-lyase activity; carboxylic acid metabolic process; pyridoxal phosphate binding,NA,(1 of 5) 4.1.1.15 - Glutamate decarboxylase / L-glutamate 1-carboxy-lyase,GO:0004351 GO:0006536 GO:0016831 GO:0019752 GO:0030170,,K01580,PF00282,PTHR11999 PTHR11999:SF92,
genetic,Manes.02G124800,1220.528094,0.531764425,0.105183303,5.055597335,4.29E-07,9.72E-06,+,,,,NA,(1 of 16) PTHR11527//PTHR11527:SF158 - SMALL HEAT-SHOCK PROTEIN  HSP20  FAMILY // 17.6 KDA CLASS I HEAT SHOCK PROTEIN 1-RELATED,,KOG0710,K13993,PF00011,PTHR11527 PTHR11527:SF158,HSP20-like chaperones superfamily protein
genetic,Manes.01G102400,20.60694944,-0.508270526,0.100930201,-5.035861631,4.76E-07,1.06E-05,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 31) PF07714//PF11721 - Protein tyrosine kinase (Pkinase_Tyr) // Di-glucose binding within endoplasmic reticulum (Malectin),GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF07714 PF11721,PTHR27003 PTHR27003:SF104,
genetic,Manes.02G113900,1.417767676,0.916740167,0.182034941,5.036067035,4.75E-07,1.06E-05,+,,,,NA,(1 of 1) PTHR32002//PTHR32002:SF13 - FAMILY NOT NAMED // PROTEIN RKD5,,,,PF02042,PTHR32002 PTHR32002:SF13,RWP-RK domain-containing protein
genetic,Manes.13G119500,4.289935066,-0.640230176,0.127137856,-5.035716334,4.76E-07,1.06E-05,-,,,proteolysis; cysteine-type peptidase activity,NA,(1 of 2) PTHR12411//PTHR12411:SF349 - CYSTEINE PROTEASE FAMILY C1-RELATED // SUBFAMILY NOT NAMED,GO:0006508 GO:0008234,KOG1543,,PF00112 PF08246,PTHR12411 PTHR12411:SF349,
genetic,Manes.01G232800,2.92029574,-0.690219775,0.137396168,-5.023573686,5.07E-07,1.13E-05,-,,,,NA,,,,,,PTHR12242 PTHR12242:SF6,
genetic,Manes.13G043000,6.18152628,0.709212938,0.141557014,5.01008687,5.44E-07,1.20E-05,+,,,protein dimerization activity,NA,(1 of 2) PTHR12565//PTHR12565:SF86 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // TRANSCRIPTION FACTOR PIF4-RELATED,GO:0046983,,,PF00010,PTHR12565 PTHR12565:SF86,phytochrome interacting factor 3-like 5
genetic,Manes.01G166400,47.03520907,-0.607711541,0.121465641,-5.003155906,5.64E-07,1.24E-05,-,PWY-7511,protein ubiquitylation,zinc ion binding,NA,(1 of 3) PTHR23012//PTHR23012:SF83 - MEMBRANE ASSOCIATED RING FINGER // SUBFAMILY NOT NAMED,GO:0008270,,,PF12906,PTHR23012 PTHR23012:SF83,RING/FYVE/PHD zinc finger superfamily protein
genetic,Manes.08G160100,37.44482243,0.697396275,0.139645809,4.994036538,5.91E-07,1.29E-05,+,PWY-6842,glutathione-mediated detoxification II,protein binding,NA,"(1 of 4) PTHR11260//PTHR11260:SF254 - GLUTATHIONE S-TRANSFERASE, GST, SUPERFAMILY, GST DOMAIN CONTAINING // GLUTATHIONE S-TRANSFERASE U8",GO:0005515,KOG0406,K00799,PF00043 PF13417,PTHR11260 PTHR11260:SF254,
genetic,Manes.12G063303,4.574292169,0.712214837,0.142688078,4.991410959,5.99E-07,1.30E-05,+,,,,NA,(1 of 16) PTHR23130//PTHR23130:SF80 - FAMILY NOT NAMED // AUXIN-INDUCED IN ROOT CULTURES PROTEIN 12,GO:0016021,KOG4293,,PF03188 PF04526,PTHR23130 PTHR23130:SF80,
genetic,Manes.01G225300,2.817933858,1.05141816,0.21144418,4.97255663,6.61E-07,1.41E-05,+,,,metal ion binding,NA,,GO:0046872,,,,,
genetic,Manes.04G031100,34.68653431,0.650860924,0.130969478,4.96956188,6.71E-07,1.43E-05,+,,,metal ion binding,NA,(1 of 2) PTHR26374:SF162 - C2H2-TYPE ZINC FINGER FAMILY PROTEIN-RELATED,GO:0046872,,,PF13912,PTHR26374 PTHR26374:SF162,C2H2-type zinc finger family protein
genetic,Manes.17G065300,0.33225293,1.588125756,0.320290706,4.958388516,7.11E-07,1.50E-05,+,,,,NA,(1 of 3) PTHR32227:SF127 - CARBOHYDRATE-BINDING X8 DOMAIN-CONTAINING PROTEIN,,,,PF07983,PTHR32227 PTHR32227:SF127,Carbohydrate-binding X8 domain superfamily protein
genetic,Manes.02G068800,2.013246033,0.767686803,0.155065332,4.950731366,7.39E-07,1.54E-05,+,,,protein dimerization activity,NA,(1 of 4) PTHR12565//PTHR12565:SF128 - STEROL REGULATORY ELEMENT-BINDING PROTEIN // TRANSCRIPTION FACTOR BHLH75,GO:0046983,,,PF00010,PTHR12565 PTHR12565:SF128,
genetic,Manes.11G039928,1.147647597,-0.836110233,0.168935516,-4.949286291,7.45E-07,1.55E-05,-,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation; protein catabolic process; cell redox homeostasis,NA,(1 of 1) PF00069//PF00085//PF02617//PF07714 - Protein kinase domain (Pkinase) // Thioredoxin (Thioredoxin) // ATP-dependent Clp protease adaptor protein ClpS (ClpS) // Protein tyrosine kinase (Pkinase_Tyr),GO:0004672 GO:0004713 GO:0005524 GO:0006468 GO:0030163 GO:0045454,KOG1187,,PF00069 PF00085 PF02617 PF07714,PTHR27001,
genetic,Manes.01G139800,2.013176753,-0.618172088,0.125152501,-4.939350664,7.84E-07,1.62E-05,-,,,protein dimerization activity,NA,,GO:0046983,,,,PTHR16223 PTHR16223:SF39,
genetic,Manes.04G165900,3.549874722,0.585967632,0.118684782,4.937175791,7.93E-07,1.64E-05,+,,,GTPase activator activity; protein binding,NA,(1 of 4) PTHR23180:SF249 - ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD11-RELATED,GO:0005096 GO:0005515,KOG1030,K12486,PF00168 PF01412,PTHR23180 PTHR23180:SF249,Calcium-dependent ARF-type GTPase activating protein family
genetic,Manes.02G139500,2.372690373,0.520358015,0.105451649,4.934564997,8.03E-07,1.66E-05,+,,,ATP binding; membrane; ATP hydrolysis activity,NA,(1 of 1) PTHR19241//PTHR19241:SF158 - ATP-BINDING CASSETTE TRANSPORTER // ABC TRANSPORTER G FAMILY MEMBER 23,GO:0005524 GO:0016020 GO:0016887,KOG0061,,PF00005 PF01061,PTHR19241 PTHR19241:SF158,ABC-2 type transporter family protein
genetic,Manes.01G009800,1.519283241,0.946465333,0.191934815,4.931181116,8.17E-07,1.68E-05,+,,,,NA,(1 of 2) PTHR35485:SF1 - EXPRESSED PROTEIN,,,,,PTHR35485 PTHR35485:SF1,(1 of 2) PTHR35485:SF1 - EXPRESSED PROTEIN
genetic,Manes.12G128800,0.533704183,-1.136040427,0.23044099,-4.92985395,8.23E-07,1.69E-05,-,,,,NA,(1 of 2) PTHR22778:SF25 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN,,KOG2551,,PF03959,PTHR22778 PTHR22778:SF25,alpha/beta-Hydrolases superfamily protein
genetic,Manes.01G160900,7.523325303,0.51399919,0.10437823,4.924390755,8.46E-07,1.73E-05,+,,,protein kinase activity; protein tyrosine kinase activity; ATP binding; protein phosphorylation,NA,(1 of 4) PF00069//PF13540 - Protein kinase domain (Pkinase) // Regulator of chromosome condensation (RCC1) repeat (RCC1_2),GO:0004672 GO:0004713 GO:0005524 GO:0006468,KOG1187,,PF00069 PF13540,PTHR27003 PTHR27003:SF85,
genetic,Manes.07G090500,19.66194223,-0.668601396,0.135797566,-4.923515316,8.50E-07,1.73E-05,-,,,"endopeptidase activity; threonine-type endopeptidase activity; proteasome core complex; ubiquitin-dependent protein catabolic process; proteasome core complex, alpha-subunit complex; proteolysis involved in protein catabolic process",NA,(1 of 3) K02727 - 20S proteasome subunit alpha 7 (PSMA3),GO:0004175 GO:0004298 GO:0005839 GO:0006511 GO:0019773 GO:0051603,KOG0184,K02727,PF00227 PF10584,PTHR11599 PTHR11599:SF65,20S proteasome alpha subunit G1
genetic,Manes.10G014200,3.027220473,-0.823056191,0.167462071,-4.914881255,8.88E-07,1.80E-05,-,PWY-6614; PWY-6612; PWY-3841; ,tetrahydrofolate biosynthesis; superpathway of tetrahydrofolate biosynthesis; folate transformations II; ,,NA,(1 of 1) PTHR22778//PTHR22778:SF22 - OVARIAN CANCER GENE-2 PROTEIN-RELATED // SUBFAMILY NOT NAMED,,KOG2551,,PF03959,PTHR22778 PTHR22778:SF22,
genetic,Manes.16G007700,7.776071913,-0.576703866,0.117435701,-4.910805316,9.07E-07,1.82E-05,-,,,,NA,,,,,,PTHR33647 PTHR33647:SF4,
genetic,Manes.12G074800,4.93577226,-0.685061691,0.139799035,-4.900332054,9.57E-07,1.90E-05,-,PWY-361; PWY-2181; PWY-1121; PWY-7186,phenylpropanoid biosynthesis; free phenylpropanoid acid biosynthesis; suberin monomers biosynthesis; superpathway of scopolin and esculin biosynthesis,methyltransferase activity; O-methyltransferase activity; protein dimerization activity,NA,(1 of 2) PTHR11746//PTHR11746:SF81 - O-METHYLTRANSFERASE // SUBFAMILY NOT NAMED,GO:0008168 GO:0008171 GO:0046983,KOG3178,K13066,PF00891 PF08100,PTHR11746 PTHR11746:SF81,O-methyltransferase family protein
genetic,Manes.11G146400,10.47726669,0.573519049,0.11711929,4.896879478,9.74E-07,1.94E-05,+,,,protein binding,NA,"(1 of 3) K13113 - ubiquitin-like protein 5 (UBL5, HUB1)",GO:0005515,KOG3493,K13113,PF00240,PTHR13042,Ubiquitin-like superfamily protein
genetic,Manes.04G066700,2.765695595,-0.62462454,0.127626236,-4.894170344,9.87E-07,1.96E-05,-,,,,NA,"(1 of 2) PF02620 - Uncharacterized ACR, COG1399 (DUF177)",,,,,PTHR37734,Protein of unknown function (DUF177)
genetic,Manes.11G033800,1.462934887,1.17798078,0.241698436,4.873762533,1.09E-06,2.14E-05,+,,,phosphorelay signal transduction system,NA,(1 of 2) PTHR28242//PTHR28242:SF4 - FAMILY NOT NAMED // HISTIDINE-CONTAINING PHOSPHOTRANSFER PROTEIN 4,GO:0000160 GO:0004871,KOG4747,K14490,PF01627,PTHR28242 PTHR28242:SF4,HPT phosphotransmitter 4
genetic,Manes.14G032850,1.418744602,0.886911024,0.182011498,4.872829642,1.10E-06,2.14E-05,+,,,,NA,,,,,,,
genetic,Manes.15G077500,22.46987766,0.537571895,0.110419387,4.868455731,1.12E-06,2.18E-05,+,,,,NA,(1 of 2) PTHR11527:SF5 - 21.7 KDA CLASS VI HEAT SHOCK PROTEIN,,KOG0710,,PF00011,PTHR11527 PTHR11527:SF5,HSP20-like chaperones superfamily protein
genetic,Manes.01G171300,1.745279341,-1.505076697,0.309915687,-4.856406954,1.20E-06,2.30E-05,-,PWY-7204,pyridoxal 5'-phosphate salvage II (plants),metabolic process; hydrolase activity,NA,(1 of 2) PTHR12725//PTHR12725:SF68 - HALOACID DEHALOGENASE-LIKE HYDROLASE // SUBFAMILY NOT NAMED,GO:0008152 GO:0016787,KOG3109,K07025,PF13419,PTHR12725 PTHR12725:SF68,
genetic,Manes.14G097300,7.680813159,-0.566392607,0.116720096,-4.852571471,1.22E-06,2.34E-05,-,PWY-641; PWY-6029,"proanthocyanidins biosynthesis from flavanols; 2,3-<i>trans</i>-flavanols biosynthesis",catalytic activity,NA,(1 of 2) 1.17.1.3 - Leucoanthocyanidin reductase / Leucocyanidin reductase,GO:0003824 GO:0050662,,K13081,PF01370,PTHR10366 PTHR10366:SF403,
genetic,Manes.18G040500,5.370569699,-0.500766994,0.103372555,-4.844293455,1.27E-06,2.43E-05,-,,,protein binding,NA,(1 of 2) PTHR12864//PTHR12864:SF23 - RAN BINDING PROTEIN 9-RELATED // SUBFAMILY NOT NAMED,GO:0005515,,,PF00622,PTHR12864 PTHR12864:SF23,(1 of 2) PTHR12864//PTHR12864:SF23 - RAN BINDING PROTEIN 9-RELATED
genetic,Manes.03G092500,2.675304417,0.585231329,0.121149289,4.830662524,1.36E-06,2.57E-05,+,,,,NA,(1 of 1) PTHR32285:SF58 - PROTEIN TRICHOME BIREFRINGENCE-LIKE 41,,,,PF13839 PF14416,PTHR32285 PTHR32285:SF58,TRICHOME BIREFRINGENCE-LIKE 41
genetic,Manes.03G150800,1.668701206,0.880411598,0.182641622,4.82043243,1.43E-06,2.69E-05,+,,,,NA,(1 of 44) PF03140 - Plant protein of unknown function (DUF247),,,,PF03140,PTHR31549,
genetic,Manes.03G092416,3.24150768,-0.625843301,0.130279002,-4.803869332,1.56E-06,2.90E-05,-,,,protein kinase activity; protein tyrosine kinase activity; protein binding; ATP binding; protein phosphorylation,NA,(1 of 3) PF00560//PF07714//PF11721 - Leucine Rich Repeat (LRR_1) // Protein tyrosine kinase (Pkinase_Tyr) // Di-glucose binding within endoplasmic reticulum (Malectin),GO:0004672 GO:0004713 GO:0005515 GO:0005524 GO:0006468,KOG1187,,PF00560 PF07714 PF11721,PTHR27006 PTHR27006:SF11,Leucine-rich repeat transmembrane protein kinase
genetic,Manes.18G053300,3.45524302,-0.772075423,0.160933582,-4.797478644,1.61E-06,2.99E-05,-,,,,NA,(1 of 2) PTHR22950:SF278 - AMINO ACID PERMEASE 1-RELATED,,KOG1303,,PF01490,PTHR22950 PTHR22950:SF278,amino acid permease 6
genetic,Manes.01G171400,6.633240173,-0.889538506,0.185750192,-4.78889684,1.68E-06,3.09E-05,-,PWY-7204,pyridoxal 5'-phosphate salvage II (plants),metabolic process; hydrolase activity,NA,(1 of 5) K07025 - putative hydrolase of the HAD superfamily (K07025),GO:0008152 GO:0016787,KOG3109,K07025,PF13419,PTHR12725 PTHR12725:SF72,Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
genetic,Manes.13G094602,0.721230566,1.296332496,0.271805717,4.769334917,1.85E-06,3.37E-05,+,,,,NA,,,,,,,
genetic,Manes.18G070700,9.088216131,0.602361467,0.126367988,4.766725134,1.87E-06,3.41E-05,+,,,metal ion transport; metal ion binding,NA,(1 of 2) PTHR22814:SF84 - HEAVY-METAL-ASSOCIATED DOMAIN-CONTAINING PROTEIN,GO:0030001 GO:0046872,KOG1603,,PF00403,PTHR22814 PTHR22814:SF84,Heavy metal transport/detoxification superfamily protein
genetic,Manes.05G165800,3.069154804,0.782713098,0.164276378,4.76461136,1.89E-06,3.43E-05,+,,,nucleic acid binding; ubiquitin-protein transferase activity; protein binding; zinc ion binding; protein ubiquitination,NA,(1 of 4) PTHR11685//PTHR11685:SF135 - RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING // E3 UBIQUITIN-PROTEIN LIGASE ARI10-RELATED,GO:0003676 GO:0004842 GO:0005515 GO:0008270 GO:0016567,KOG1815,K11968,PF01485,PTHR11685 PTHR11685:SF135,
genetic,Manes.12G028100,0.631578843,0.767096971,0.161415809,4.752303844,2.01E-06,3.63E-05,+,,,NAD+-protein poly-ADP-ribosyltransferase activity,NA,(1 of 2) PTHR32263//PTHR32263:SF8 - FAMILY NOT NAMED // INACTIVE POLY [ADP-RIBOSE] POLYMERASE SRO2-RELATED,GO:0003950,,,PF12174,PTHR32263 PTHR32263:SF8,similar to RCD one 2
