"","locusName","Description","class","Pathways","Pathways_Desc","GODescription","GO","KOG","KO","Pfam","Panther","Best-hit-arabi-defline"
"275","Manes.18G007380","(1 of 1) PTHR11695//PTHR11695:SF490 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","","K00121","PF00107 PF08240","PTHR11695 PTHR11695:SF490","Zinc-binding alcohol dehydrogenase family protein"
"276","Manes.18G014000","(1 of 1) PTHR19443:SF5 - HEXOKINASE-LIKE 1 PROTEIN","carbohydrate","PWY-621; PWY-7238; ANAGLYCOLYSIS-PWY; GLUCOSE1PMETAB-PWY; ANAEROFRUCAT-PWY","sucrose degradation III (sucrose invertase); sucrose biosynthesis II; glycolysis III (from glucose); glucose and glucose-1-phosphate degradation; homolactic fermentation","intracellular glucose homeostasis; hexokinase activity; ATP binding; D-glucose binding; carbohydrate metabolic process; phosphotransferase activity, alcohol group as acceptor; carbohydrate phosphorylation","GO:0001678 GO:0004396 GO:0005524 GO:0005536 GO:0005975 GO:0016773 GO:0046835","","K00844","PF00349 PF03727","PTHR19443 PTHR19443:SF5","hexokinase 3"
"277","Manes.18G019650","(1 of 1) PTHR22572//PTHR22572:SF110 - SUGAR-1-PHOSPHATE GUANYL TRANSFERASE // GLUCOSE-1-PHOSPHATE ADENYLYLTRANSFERASE LARGE SUBUNIT 2, CHLOROPLASTIC","carbohydrate","GLYCOGENSYNTH-PWY; PWY-622","glycogen biosynthesis I (from ADP-D-Glucose); starch biosynthesis","glycogen biosynthetic process; glucose-1-phosphate adenylyltransferase activity; biosynthetic process; nucleotidyltransferase activity","GO:0005978 GO:0008878 GO:0009058 GO:0016779","KOG1322","K00975","PF00483","PTHR22572 PTHR22572:SF110","ADPGLC-PPase large subunit"
"278","Manes.18G022600","(1 of 2) PTHR10584//PTHR10584:SF153 - SUGAR KINASE // SUBFAMILY NOT NAMED","carbohydrate","PWY-5464; PWY-1042; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; glycolysis IV (plant cytosol); glycolysis III (from glucose); homolactic fermentation","","","KOG2854","","PF00294","PTHR10584 PTHR10584:SF153","pfkB-like carbohydrate kinase family protein"
"279","Manes.18G025380","(1 of 3) PTHR11695:SF576 - ALCOHOL DEHYDROGENASE CLASS-P","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","","","","PTHR11695 PTHR11695:SF576",""
"280","Manes.18G027800","(1 of 2) PTHR11469//PTHR11469:SF1 - GLUCOSE-6-PHOSPHATE ISOMERASE // GLUCOSE-6-PHOSPHATE ISOMERASE, CYTOSOLIC","carbohydrate","PWY66-399; PWY-3801; GLUCONEO-PWY; SUCSYN-PWY; PWY-621; PWY-7238; PWY-5659; ANAGLYCOLYSIS-PWY; PWY-622; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation II (sucrose synthase); gluconeogenesis I; sucrose biosynthesis I (from photosynthesis); sucrose degradation III (sucrose invertase); sucrose biosynthesis II; GDP-mannose biosynthesis; glycolysis III (from glucose); starch biosynthesis; homolactic fermentation","glucose-6-phosphate isomerase activity; gluconeogenesis; glycolytic process","GO:0004347 GO:0006094 GO:0006096","","K01810","PF00342","PTHR11469 PTHR11469:SF1","Sugar isomerase (SIS) family protein"
"281","Manes.18G054615","(1 of 3) 4.1.1.32 - Phosphoenolpyruvate carboxykinase (GTP) / Phosphopyruvate carboxylase","carbohydrate","PWY66-399; PWY-7117; GLUCONEO-PWY; PWY-561","gluconeogenesis III; C4 photosynthetic carbon assimilation cycle, PEPCK type; gluconeogenesis I; superpathway of glyoxylate cycle and fatty acid degradation","phosphoenolpyruvate carboxykinase (ATP) activity; ATP binding; gluconeogenesis","GO:0004612 GO:0005524 GO:0006094","","K01610","PF01293","PTHR30031 PTHR30031:SF4","phosphoenolpyruvate carboxykinase 1"
"282","Manes.18G060600","(1 of 2) PTHR11469//PTHR11469:SF9 - GLUCOSE-6-PHOSPHATE ISOMERASE // GLUCOSE-6-PHOSPHATE ISOMERASE 1, CHLOROPLASTIC","carbohydrate","PWY66-399; PWY-3801; GLUCONEO-PWY; SUCSYN-PWY; PWY-621; PWY-7238; PWY-5659; ANAGLYCOLYSIS-PWY; PWY-622; ANAEROFRUCAT-PWY","gluconeogenesis III; sucrose degradation II (sucrose synthase); gluconeogenesis I; sucrose biosynthesis I (from photosynthesis); sucrose degradation III (sucrose invertase); sucrose biosynthesis II; GDP-mannose biosynthesis; glycolysis III (from glucose); starch biosynthesis; homolactic fermentation","glucose-6-phosphate isomerase activity; gluconeogenesis; glycolytic process","GO:0004347 GO:0006094 GO:0006096","","K01810","PF00342","PTHR11469 PTHR11469:SF9","phosphoglucose isomerase 1"
"283","Manes.18G063352","(1 of 1) PTHR10357//PTHR10357:SF74 - ALPHA-AMYLASE // ISOAMYLASE 3, CHLOROPLASTIC","carbohydrate","PWY-6724; PWY-622","starch degradation II; starch biosynthesis","catalytic activity; hydrolase activity, hydrolyzing O-glycosyl compounds; carbohydrate metabolic process; cation binding","GO:0003824 GO:0004553 GO:0005975 GO:0043169","","K01214","PF00128 PF02922","PTHR10357 PTHR10357:SF74","isoamylase 3"
"284","Manes.18G064740","(1 of 1) PTHR11695//PTHR11695:SF408 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","","K00121","PF00107 PF08240","PTHR11695 PTHR11695:SF408","GroES-like zinc-binding dehydrogenase family protein"
"285","Manes.18G069600","(1 of 2) K01834 - 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (PGAM, gpmA)","carbohydrate","PWY66-399; ANAGLYCOLYSIS-PWY; ANAEROFRUCAT-PWY","gluconeogenesis III; glycolysis III (from glucose); homolactic fermentation","phosphoglycerate mutase activity; glycolytic process; intramolecular phosphotransferase activity","GO:0004619 GO:0006096 GO:0016868","KOG0235","","PF00300","PTHR11931 PTHR11931:SF6","Phosphoglycerate mutase family protein"
"286","Manes.18G083251","(1 of 1) 2.7.7.10 - UTP--hexose-1-phosphate uridylyltransferase / Galactose-1-phosphate uridylyltransferase","carbohydrate","PWY-4841; PWY-3821; PWY-3801; PWY-6527; SUCSYN-PWY; PWY-7238; PWY-7343; UDPNACETYLGALSYN-PWY","UDP-&alpha;-D-glucuronate biosynthesis (from <i>myo</i>-inositol); D-galactose degradation III; sucrose degradation II (sucrose synthase); stachyose degradation; sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II; UDP-glucose biosynthesis; UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II","metabolic process; uridylyltransferase activity","GO:0008152 GO:0070569","KOG2388","K12447","PF01704","PTHR11952 PTHR11952:SF9","UDP-sugar pyrophosphorylase"
"287","Manes.18G086800","(1 of 3) K00001//K18857 - alcohol dehydrogenase (E1.1.1.1, adh) // alcohol dehydrogenase class-P (ADH1)","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","","K00001 K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF432",""
"288","Manes.18G086900","(1 of 5) PTHR11695//PTHR11695:SF432 - ALCOHOL DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","","","PF00107 PF08240","PTHR11695 PTHR11695:SF432",""
"289","Manes.18G087000","(1 of 6) K18857 - alcohol dehydrogenase class-P (ADH1)","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","","K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF432",""
"290","Manes.18G087401","(1 of 3) PTHR11695//PTHR11695:SF576 - ALCOHOL DEHYDROGENASE RELATED // ALCOHOL DEHYDROGENASE CLASS-P","carbohydrate","PWY-5486; PWY-6333; PWY-6802; PWY66-21; PWY66-389","pyruvate fermentation to ethanol II; acetaldehyde biosynthesis I; salidroside biosynthesis; ethanol degradation II; phytol degradation","zinc ion binding; oxidoreductase activity","GO:0008270 GO:0016491 GO:0055114","","K18857","PF00107 PF08240","PTHR11695 PTHR11695:SF576","alcohol dehydrogenase 1"
"291","Manes.18G100100","(1 of 3) PTHR23151//PTHR23151:SF61 - DIHYDROLIPOAMIDE ACETYL/SUCCINYL-TRANSFERASE-RELATED // SUBFAMILY NOT NAMED","carbohydrate","PWY-5173; PWY-5464; PYRUVDEHYD-PWY","superpathway of acetyl-CoA biosynthesis; superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle; pyruvate decarboxylation to acetyl CoA","metabolic process; acyltransferase activity","GO:0008152 GO:0016746","KOG0557","","PF00198 PF00364","PTHR23151 PTHR23151:SF61","2-oxoacid dehydrogenases acyltransferase family protein"
"292","Manes.18G103000","(1 of 2) PTHR31916:SF3 - ALKALINE/NEUTRAL INVERTASE CINV1-RELATED","carbohydrate","PWY66-373; PWY-621","sucrose degradation V (sucrose &alpha;-glucosidase); sucrose degradation III (sucrose invertase)","endo-alpha-N-acetylgalactosaminidase activity","GO:0033926","","","PF12899","PTHR31916 PTHR31916:SF3","cytosolic invertase 2"
"293","Manes.18G109400","(1 of 2) PTHR12526//PTHR12526:SF358 - GLYCOSYLTRANSFERASE // SUCROSE-PHOSPHATE SYNTHASE 4-RELATED","carbohydrate","SUCSYN-PWY; PWY-7238","sucrose biosynthesis I (from photosynthesis); sucrose biosynthesis II","sucrose metabolic process; sucrose synthase activity; sucrose-phosphate synthase activity","GO:0005985 GO:0016157 GO:0046524","KOG0853","K00696","PF00534 PF00862 PF05116","PTHR12526 PTHR12526:SF358","Sucrose-phosphate synthase family protein"
"294","Manes.18G141800","(1 of 1) 2.7.1.105//3.1.3.46 - 6-phosphofructo-2-kinase / Phosphofructokinase 2 // Fructose-2,6-bisphosphate 2-phosphatase / Fructose-2,6-bisphosphatase","carbohydrate","PWY66-423","fructose 2,6-bisphosphate biosynthesis","catalytic activity; 6-phosphofructo-2-kinase activity; ATP binding; fructose metabolic process; fructose 2,6-bisphosphate metabolic process; starch binding","GO:0003824 GO:0003873 GO:0005524 GO:0006000 GO:0006003 GO:2001070","KOG0234","K01103","PF00300 PF00686 PF01591","PTHR10606 PTHR10606:SF44","fructose-2,6-bisphosphatase"
"295","Manes.01G001200","(1 of 1) 5.2.1.12 - Zeta-carotene isomerase / 15-cis-zeta-carotene isomerase","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","","","","K15744","PF07298","PTHR35988 PTHR35988:SF2","15-cis-zeta-carotene isomerase"
"296","Manes.01G069000","(1 of 2) 2.3.3.10 - Hydroxymethylglutaryl-CoA synthase / Hydroxymethylglutaryl coenzyme alpha-condensing enzyme","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","hydroxymethylglutaryl-CoA synthase activity; isoprenoid biosynthetic process","GO:0004421 GO:0008299","","K01641","PF01154 PF08540","PTHR11877 PTHR11877:SF20","hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase"
"297","Manes.01G117500","(1 of 3) PTHR12001:SF52 - GERANYLGERANYL PYROPHOSPHATE SYNTHASE 10, MITOCHONDRIAL-RELATED","carotenoid","PWY-5910; PWY-5120","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process","GO:0008299","KOG0776","K13789","PF00348","PTHR12001 PTHR12001:SF52",""
"298","Manes.01G124200","(1 of 3) K02291 - phytoene synthase (crtB)","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","biosynthetic process; transferase activity","GO:0009058 GO:0016740","KOG1459","K02291","PF00494","PTHR31480 PTHR31480:SF2","PHYTOENE SYNTHASE"
"299","Manes.01G157500","(1 of 5) 1.1.1.34 - Hydroxymethylglutaryl-CoA reductase (NADPH) / HMG-CoA reductase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","hydroxymethylglutaryl-CoA reductase (NADPH) activity; isoprenoid biosynthetic process; coenzyme A metabolic process; NADP binding","GO:0004420 GO:0008299 GO:0015936 GO:0016021 GO:0050661 GO:0050662 GO:0055114","","K00021","PF00368","PTHR10572 PTHR10572:SF9",""
"300","Manes.01G176400","(1 of 2) 2.7.1.148 - 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase / CMK","carotenoid","PWY-7560","methylerythritol phosphate pathway II","ATP binding; terpenoid biosynthetic process; 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity","GO:0005524 GO:0016114 GO:0050515","","K00919","PF00288 PF08544","PTHR20861 PTHR20861:SF2","4-(cytidine 5'-phospho)-2-C-methyl-D-erithritol kinase"
"301","Manes.02G017610","(1 of 1) 4.6.1.12 - 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase / MECDP-synthase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity; terpenoid biosynthetic process","GO:0008685 GO:0016114","","K01770","PF02542","PTHR32125","isoprenoid F"
"302","Manes.02G018300","(1 of 3) 1.14.13.129 - Beta-carotene 3-hydroxylase / Beta-carotene 3,3'-monooxygenase","carotenoid","PWY-5944; CAROTENOID-PWY","zeaxanthin biosynthesis; superpathway of carotenoid biosynthesis","iron ion binding; fatty acid biosynthetic process; oxidoreductase activity","GO:0005506 GO:0006633 GO:0016491 GO:0055114","","K15746","PF04116","PTHR31899 PTHR31899:SF1",""
"303","Manes.02G030900","(1 of 2) 2.3.3.10 - Hydroxymethylglutaryl-CoA synthase / Hydroxymethylglutaryl coenzyme alpha-condensing enzyme","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","hydroxymethylglutaryl-CoA synthase activity; isoprenoid biosynthetic process","GO:0004421 GO:0008299","","K01641","PF01154 PF08540","PTHR11877 PTHR11877:SF20","hydroxymethylglutaryl-CoA synthase / HMG-CoA synthase / 3-hydroxy-3-methylglutaryl coenzyme A synthase"
"304","Manes.02G035200","(1 of 1) K18163 - NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 6 (NDUFAF6)","carotenoid","CAROTENOID-PWY; PWY-6475; ","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants); ","biosynthetic process; transferase activity","GO:0009058 GO:0016740","KOG4411","K18163","PF00494","PTHR21181 PTHR21181:SF13","Terpenoid synthases superfamily protein"
"305","Manes.02G068600","(1 of 2) 5.3.99.9 - Neoxanthin synthase / NSY","carotenoid","PWY-6809; PWY-695","neoxanthin biosynthesis; abscisic acid biosynthesis","","","","","PF14108","PTHR34543 PTHR34543:SF1","abscisic acid (aba)-deficient 4"
"306","Manes.02G076100","(1 of 3) PTHR12001//PTHR12001:SF52 - GERANYLGERANYL PYROPHOSPHATE SYNTHASE // GERANYLGERANYL PYROPHOSPHATE SYNTHASE 10, MITOCHONDRIAL-RELATED","carotenoid","PWY-5910; PWY-5120","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process","GO:0008299","KOG0776","K13789","PF00348","PTHR12001 PTHR12001:SF52",""
"307","Manes.02G081700","(1 of 3) K02291 - phytoene synthase (crtB)","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","biosynthetic process; transferase activity","GO:0009058 GO:0016740","KOG1459","K02291","PF00494","PTHR31480 PTHR31480:SF2","PHYTOENE SYNTHASE"
"308","Manes.02G116900","(1 of 5) 1.1.1.34 - Hydroxymethylglutaryl-CoA reductase (NADPH) / HMG-CoA reductase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","hydroxymethylglutaryl-CoA reductase (NADPH) activity; isoprenoid biosynthetic process; coenzyme A metabolic process; NADP binding","GO:0004420 GO:0008299 GO:0015936 GO:0016021 GO:0050661 GO:0050662 GO:0055114","","K00021","PF00368","PTHR10572 PTHR10572:SF9",""
"309","Manes.02G134400","(1 of 2) 2.7.1.148 - 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase / CMK","carotenoid","PWY-7560","methylerythritol phosphate pathway II","ATP binding; terpenoid biosynthetic process; 4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity","GO:0005524 GO:0016114 GO:0050515","","K00919","PF00288","PTHR20861 PTHR20861:SF2","4-(cytidine 5'-phospho)-2-C-methyl-D-erithritol kinase"
"310","Manes.03G017900","(1 of 1) KOG0523 - Transketolase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF64","1-deoxy-D-xylulose 5-phosphate synthase 3"
"311","Manes.03G057750","(1 of 2) K11159 - carotenoid cleavage dioxygenase (K11159)","carotenoid","PWY-695","abscisic acid biosynthesis","","","KOG1285","K11159","PF03055","PTHR10543 PTHR10543:SF30",""
"312","Manes.03G057900","(1 of 4) PTHR10543//PTHR10543:SF30 - BETA-CAROTENE DIOXYGENASE // SUBFAMILY NOT NAMED","carotenoid","PWY-695","abscisic acid biosynthesis","","","KOG1285","","PF03055","PTHR10543 PTHR10543:SF30",""
"313","Manes.03G058000","(1 of 4) PTHR10543//PTHR10543:SF30 - BETA-CAROTENE DIOXYGENASE // SUBFAMILY NOT NAMED","carotenoid","PWY-695","abscisic acid biosynthesis","","","","","PF03055","PTHR10543 PTHR10543:SF30",""
"314","Manes.03G083500","(1 of 6) K09840 - 9-cis-epoxycarotenoid dioxygenase (NCED)","carotenoid","PWY-695","abscisic acid biosynthesis","","","","K09840","PF03055","PTHR10543 PTHR10543:SF26","nine-cis-epoxycarotenoid dioxygenase 3"
"315","Manes.03G083900","(1 of 1) K14066 - geranyl diphosphate synthase (GPS)","carotenoid","PWY-6520","nonaprenyl diphosphate biosynthesis II","isoprenoid biosynthetic process","GO:0008299","KOG0776","K14066","PF00348","PTHR12001 PTHR12001:SF47","geranyl diphosphate synthase 1"
"316","Manes.03G084700","(1 of 3) K02291 - phytoene synthase (crtB)","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","biosynthetic process; transferase activity","GO:0009058 GO:0016740","KOG1459","K02291","PF00494","PTHR31480 PTHR31480:SF9",""
"317","Manes.03G096600","(1 of 5) 1.1.1.34 - Hydroxymethylglutaryl-CoA reductase (NADPH) / HMG-CoA reductase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","hydroxymethylglutaryl-CoA reductase (NADPH) activity; isoprenoid biosynthetic process; coenzyme A metabolic process; NADP binding","GO:0004420 GO:0008299 GO:0015936 GO:0016021 GO:0050661 GO:0050662 GO:0055114","","K00021","PF00368","PTHR10572 PTHR10572:SF9",""
"318","Manes.03G130300","(1 of 2) PTHR12001//PTHR12001:SF57 - GERANYLGERANYL PYROPHOSPHATE SYNTHASE // SUBFAMILY NOT NAMED","carotenoid","PWY-5910; PWY-5120","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); geranylgeranyl diphosphate biosynthesis","isoprenoid biosynthetic process","GO:0008299","","K13789","PF00348","PTHR12001 PTHR12001:SF57",""
"319","Manes.03G143700","(1 of 3) K00787 - farnesyl diphosphate synthase (FDPS)","carotenoid","PWY-5910; PWY-6859; PWY-5123","superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate); <i>all-trans</i>-farnesol biosynthesis; <i>trans, trans</i>-farnesyl diphosphate biosynthesis","isoprenoid biosynthetic process","GO:0008299","KOG0711","K00787","PF00348","PTHR11525",""
"320","Manes.03G150400","(1 of 2) PTHR10543//PTHR10543:SF48 - BETA-CAROTENE DIOXYGENASE // 9-CIS-EPOXYCAROTENOID DIOXYGENASE NCED6, CHLOROPLASTIC","carotenoid","PWY-695","abscisic acid biosynthesis","","","","K09840","PF03055","PTHR10543 PTHR10543:SF48","nine-cis-epoxycarotenoid dioxygenase 6"
"321","Manes.04G021700","(1 of 2) 1.17.7.1 - (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin) / 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","iron ion binding; isoprenoid biosynthetic process; terpenoid biosynthetic process; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase activity (ferredoxin)","GO:0005506 GO:0008299 GO:0016114 GO:0046429 GO:0055114","","K03526","PF04551","PTHR30454 PTHR30454:SF0","4-hydroxy-3-methylbut-2-enyl diphosphate synthase"
"322","Manes.04G164700","(1 of 1) K09841 - xanthoxin dehydrogenase (ABA2)","carotenoid","PWY-695","abscisic acid biosynthesis","metabolic process; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase activity; oxidoreductase activity; siderophore biosynthetic process","GO:0008152 GO:0008667 GO:0016491 GO:0019290 GO:0055114","KOG0725","K09841","PF13561","PTHR24322 PTHR24322:SF301","NAD(P)-binding Rossmann-fold superfamily protein"
"323","Manes.05G128600","(1 of 5) 1.1.1.34 - Hydroxymethylglutaryl-CoA reductase (NADPH) / HMG-CoA reductase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","hydroxymethylglutaryl-CoA reductase (NADPH) activity; isoprenoid biosynthetic process; coenzyme A metabolic process; NADP binding","GO:0004420 GO:0008299 GO:0015936 GO:0016021 GO:0050661 GO:0050662 GO:0055114","","K00021","PF00368","PTHR10572 PTHR10572:SF9","hydroxy methylglutaryl CoA reductase 1"
"324","Manes.05G193700","(1 of 1) K02293 - 15-cis-phytoene desaturase (PDS, crtP)","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","carotenoid biosynthetic process; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","GO:0016117 GO:0016705 GO:0055114","KOG0029","K02293","PF13450","PTHR10742 PTHR10742:SF278","phytoene desaturase 3"
"325","Manes.06G028100","(1 of 2) PTHR11624//PTHR11624:SF84 - DEHYDROGENASE RELATED // SUBFAMILY NOT NAMED","carotenoid","PWY-7560","methylerythritol phosphate pathway II","catalytic activity; metabolic process; 1-deoxy-D-xylulose-5-phosphate synthase activity; terpenoid biosynthetic process","GO:0003824 GO:0008152 GO:0008661 GO:0016114","","K01662","PF02779 PF02780 PF13292","PTHR11624 PTHR11624:SF84",""
"326","Manes.06G104700","(1 of 2) 1.1.1.267 - 1-deoxy-D-xylulose-5-phosphate reductoisomerase / DXP-reductoisomerase","carotenoid","PWY-7560","methylerythritol phosphate pathway II","protein binding; isoprenoid biosynthetic process; 1-deoxy-D-xylulose-5-phosphate reductoisomerase activity; metal ion binding; NADPH binding","GO:0005515 GO:0008299 GO:0030604 GO:0046872 GO:0055114 GO:0070402","","K00099","PF02670 PF08436 PF13288","PTHR30525 PTHR30525:SF2","1-deoxy-D-xylulose 5-phosphate reductoisomerase"
"327","Manes.06G152200","(1 of 3) 1.14.13.129 - Beta-carotene 3-hydroxylase / Beta-carotene 3,3'-monooxygenase","carotenoid","PWY-5944; CAROTENOID-PWY","zeaxanthin biosynthesis; superpathway of carotenoid biosynthesis","iron ion binding; fatty acid biosynthetic process; oxidoreductase activity","GO:0005506 GO:0006633 GO:0016491 GO:0055114","","K15746","PF04116","PTHR31899 PTHR31899:SF1","beta-carotene hydroxylase 2"
"328","Manes.07G025600","(1 of 1) PTHR10668//PTHR10668:SF4 - PHYTOENE DEHYDROGENASE // FAD/NAD(P)-BINDING OXIDOREDUCTASE DOMAIN-CONTAINING PROTEIN","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","oxidoreductase activity","GO:0016491 GO:0055114","","","PF01593","PTHR10668 PTHR10668:SF4","FAD/NAD(P)-binding oxidoreductase family protein"
"329","Manes.07G087500","(1 of 2) 4.1.1.33 - Diphosphomevalonate decarboxylase / Mevalonate pyrophosphate decarboxylase","carotenoid","PWY-922; PWY-5910","mevalonate pathway I; superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)","diphosphomevalonate decarboxylase activity; ATP binding; cytosol; isoprenoid biosynthetic process; carboxy-lyase activity; isopentenyl diphosphate biosynthetic process, mevalonate pathway","GO:0004163 GO:0005524 GO:0005829 GO:0008299 GO:0016831 GO:0019287","","K01597","PF00288","PTHR10977 PTHR10977:SF3","GHMP kinase family protein"
"330","Manes.08G016300","(1 of 1) K09837 - carotene epsilon-monooxygenase (LUT1, CYP97C1)","carotenoid","CAROTENOID-PWY; PWY-5947","superpathway of carotenoid biosynthesis; lutein biosynthesis","monooxygenase activity; iron ion binding; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; heme binding","GO:0004497 GO:0005506 GO:0016705 GO:0020037 GO:0055114","KOG0157","K09837","PF00067","PTHR24291 PTHR24291:SF52","Cytochrome P450 superfamily protein"
"331","Manes.08G037100","(1 of 1) K09835 - prolycopene isomerase (crtISO, crtH)","carotenoid","CAROTENOID-PWY; PWY-6475","superpathway of carotenoid biosynthesis; <i>trans</i>-lycopene biosynthesis II (plants)","carotenoid biosynthetic process; oxidoreductase activity; isomerase activity","GO:0016117 GO:0016491 GO:0016853 GO:0055114","","K09835","PF01593","PTHR10668 PTHR10668:SF5","carotenoid isomerase"
