gene_id,locusName,Description,colors,class
Manes.06G110900.v8.1,Manes.06G110900,NA,blue,NA
Manes.06G111900.v8.1,Manes.06G111900,NA,blue,NA
Manes.06G112000.v8.1,Manes.06G112000,(1 of 8) K11294 - nucleolin (NCL; NSR1),blue,NA
Manes.06G115200.v8.1,Manes.06G115200,(1 of 2) K07739 - elongator complex protein 3 [EC:2.3.1.48] (ELP3; KAT9),red,NA
Manes.06G115500.v8.1,Manes.06G115500,(1 of 2) PTHR11349//PTHR11349:SF44 - NUCLEOSIDE DIPHOSPHATE KINASE // NUCLEOSIDE DIPHOSPHATE KINASE II; CHLOROPLASTIC,red,NA
Manes.06G116400.v8.1,Manes.06G116400,(1 of 8) K00134 - glyceraldehyde 3-phosphate dehydrogenase (GAPDH; gapA),blue,carb
Manes.06G116500.v8.1,Manes.06G116500,NA,red,NA
Manes.06G122600.v8.1,Manes.06G122600,(1 of 129) PF02519 - Auxin responsive protein (Auxin_inducible),skyblue3,NA
Manes.06G128900.v8.1,Manes.06G128900,NA,blue,NA
Manes.06G129700.v8.1,Manes.06G129700,(1 of 4) 1.4.1.3 - Glutamate dehydrogenase (NAD(P)(+)) / Glutamic dehydrogenase,blue,NA
Manes.06G131400.v8.1,Manes.06G131400,NA,red,NA
Manes.06G133700.v8.1,Manes.06G133700,NA,blue,NA
Manes.06G135600.v8.1,Manes.06G135600,(1 of 2) PTHR11709//PTHR11709:SF123 - MULTI-COPPER OXIDASE // MONOCOPPER OXIDASE-LIKE PROTEIN SKS1-RELATED,blue,NA
Manes.06G136900.v8.1,Manes.06G136900,(1 of 2) K02969 - small subunit ribosomal protein S20e (RP-S20e; RPS20),red,NA
Manes.06G139600.v8.1,Manes.06G139600,NA,moccasin,NA
Manes.06G140300.v8.1,Manes.06G140300,(1 of 1) K02366//K02367 - glucuronyl/N-acetylglucosaminyl transferase EXT1 (EXT1) // glucuronyl/N-acetylglucosaminyl transferase EXT2 (EXT2),blue,NA
Manes.06G141900.v8.1,Manes.06G141900,NA,blue,NA
Manes.06G142400.v8.1,Manes.06G142400,(1 of 1) 1.1.1.140 - Sorbitol-6-phosphate 2-dehydrogenase / Ketosephosphate reductase,red,NA
Manes.06G143300.v8.1,Manes.06G143300,NA,red,NA
Manes.06G145600.v8.1,Manes.06G145600,(1 of 3) K19044 - E3 ubiquitin-protein ligase XBAT32/33 [EC:6.3.2.19] (XBAT32_33),blue,NA
Manes.06G146300.v8.1,Manes.06G146300,(1 of 2) PTHR10281:SF45 - MEMBRANE STEROID-BINDING PROTEIN 1-RELATED,red,NA
Manes.06G147000.v8.1,Manes.06G147000,NA,moccasin,NA
Manes.06G148700.v8.1,Manes.06G148700,(1 of 1) 2.4.99.6 - N-acetyllactosaminide alpha-2;3-sialyltransferase,blue,carb
Manes.06G152900.v8.1,Manes.06G152900,NA,red,NA
Manes.06G153500.v8.1,Manes.06G153500,NA,red,NA
Manes.06G158600.v8.1,Manes.06G158600,(1 of 4) PTHR10217//PTHR10217:SF527 - VOLTAGE AND LIGAND GATED POTASSIUM CHANNEL // CYCLIC NUCLEOTIDE-GATED ION CHANNEL 1,skyblue3,NA
Manes.06G160333.v8.1,Manes.06G160333,NA,red,NA
Manes.06G161950.v8.1,Manes.06G161950,(1 of 3) PTHR11785:SF379 - CATIONIC AMINO ACID TRANSPORTER 4; VACUOLAR,blue,NA
Manes.06G162200.v8.1,Manes.06G162200,(1 of 2) K12876 - RNA-binding protein 8A (RBM8A; Y14),blue,NA
Manes.06G162900.v8.1,Manes.06G162900,(1 of 1) PTHR10366//PTHR10366:SF244 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // CINNAMYL-ALCOHOL DEHYDROGENASE-RELATED,skyblue3,NA
Manes.06G163400.v8.1,Manes.06G163400,(1 of 3) K02981 - small subunit ribosomal protein S2e (RP-S2e; RPS2),blue,NA
Manes.06G164500.v8.1,Manes.06G164500,(1 of 16) PTHR11206//PTHR11206:SF128 - MULTIDRUG RESISTANCE PROTEIN // MATE EFFLUX FAMILY PROTEIN 1,blue,NA
Manes.06G165100.v8.1,Manes.06G165100,(1 of 1) K03977 - GTP-binding protein (engA),blue,NA
Manes.06G169900.v8.1,Manes.06G169900,(1 of 4) PTHR31305//PTHR31305:SF2 - FAMILY NOT NAMED // SNARE-ASSOCIATED PROTEIN SNAPIN,red,NA
Manes.06G171400.v8.1,Manes.06G171400,(1 of 1) PTHR23305:SF12 - GTP-BINDING PROTEIN-RELATED,red,NA
Manes.06G178700.v8.1,Manes.06G178700,(1 of 1) PTHR27003:SF80 - ADENINE NUCLEOTIDE ALPHA HYDROLASES-DOMAIN CONTAINING PROTEIN KINASE-RELATED,blue,NA
Manes.07G002900.v8.1,Manes.07G002900,(1 of 3) K02934 - large subunit ribosomal protein L6e (RP-L6e; RPL6),blue,NA
Manes.07G012900.v8.1,Manes.07G012900,NA,magenta3,NA
Manes.07G013100.v8.1,Manes.07G013100,NA,blue,NA
Manes.07G019300.v8.1,Manes.07G019300,(1 of 1) PTHR10666//PTHR10666:SF155 - UBIQUITIN // POLYUBIQUITIN 4,blue,NA
Manes.07G023100.v8.1,Manes.07G023100,(1 of 2) PTHR22891//PTHR22891:SF4 - EUKARYOTIC TRANSLATION INITIATION FACTOR 2C // PROTEIN ARGONAUTE 2-RELATED,blue,NA
Manes.07G024100.v8.1,Manes.07G024100,NA,blue,NA
Manes.07G026300.v8.1,Manes.07G026300,(1 of 3) 6.1.1.4 - Leucine--tRNA ligase / Leucyl-tRNA synthetase,blue,NA
Manes.07G033800.v8.1,Manes.07G033800,(1 of 1) PTHR32332:SF20 - 2-NITROPROPANE DIOXYGENASE-LIKE PROTEIN,blue,NA
Manes.07G035100.v8.1,Manes.07G035100,(1 of 16) K06630 - 14-3-3 protein epsilon (YWHAE),blue,NA
Manes.07G038800.v8.1,Manes.07G038800,(1 of 2) PTHR11002//PTHR11002:SF12 - CARBONIC ANHYDRASE // SUBFAMILY NOT NAMED,magenta3,NA
Manes.07G042266.v8.1,Manes.07G042266,(1 of 152) PF02365 - No apical meristem (NAM) protein (NAM),magenta3,NA
Manes.07G056100.v8.1,Manes.07G056100,(1 of 2) PTHR11817//PTHR11817:SF21 - PYRUVATE KINASE // SUBFAMILY NOT NAMED,blue,carb
Manes.07G059900.v8.1,Manes.07G059900,(1 of 2) PTHR32002:SF3 - PROTEIN NLP1-RELATED,blue,NA
Manes.07G062324.v8.1,Manes.07G062324,(1 of 1) PTHR23155//PTHR23155:SF554//PTHR33463//PTHR33463:SF3 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED // FAMILY NOT NAMED // SUBFAMILY NOT NAMED,blue,NA
Manes.07G062340.v8.1,Manes.07G062340,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,red,NA
Manes.07G062220.v8.1,Manes.07G062220,(1 of 70) PTHR23155//PTHR23155:SF554 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,red,NA
Manes.07G063671.v8.1,Manes.07G063671,NA,blue,NA
Manes.07G064100.v8.1,Manes.07G064100,(1 of 2) PTHR10869//PTHR10869:SF66 - PROLYL 4-HYDROXYLASE ALPHA SUBUNIT // OXIDOREDUCTASE; 2OG-FE(II) OXYGENASE FAMILY PROTEIN-RELATED,blue,NA
Manes.07G071100.v8.1,Manes.07G071100,(1 of 3) 2.7.1.100 - S-methyl-5-thioribose kinase / MTR kinase,red,NA
Manes.07G069764.v8.1,Manes.07G069764,NA,blue,NA
Manes.07G069200.v8.1,Manes.07G069200,(1 of 1) K02864 - large subunit ribosomal protein L10 (RP-L10; MRPL10; rplJ),magenta3,NA
Manes.07G074704.v8.1,Manes.07G074704,NA,moccasin,NA
Manes.07G076300.v8.1,Manes.07G076300,(1 of 2) PTHR11926//PTHR11926:SF246 - GLUCOSYL/GLUCURONOSYL TRANSFERASES // SUBFAMILY NOT NAMED,blue,NA
Manes.07G077122.v8.1,Manes.07G077122,NA,blue,NA
Manes.07G073200.v8.1,Manes.07G073200,NA,blue,NA
Manes.07G078500.v8.1,Manes.07G078500,(1 of 2) PTHR32263:SF4 - INACTIVE POLY [ADP-RIBOSE] POLYMERASE RCD1-RELATED,blue,NA
Manes.07G082500.v8.1,Manes.07G082500,NA,blue,NA
Manes.07G083301.v8.1,Manes.07G083301,NA,blue,NA
Manes.07G087700.v8.1,Manes.07G087700,NA,red,NA
Manes.07G088000.v8.1,Manes.07G088000,(1 of 2) K02149 - V-type H+-transporting ATPase subunit D (ATPeV1D; ATP6M),blue,NA
Manes.07G089900.v8.1,Manes.07G089900,NA,blue,NA
Manes.07G090500.v8.1,Manes.07G090500,(1 of 3) K02727 - 20S proteasome subunit alpha 7 (PSMA3),moccasin,NA
Manes.07G107166.v8.1,Manes.07G107166,,blue,NA
Manes.07G133160.v8.1,Manes.07G133160,(1 of 1) PTHR23315//PTHR23315:SF111 - BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING // U-BOX DOMAIN-CONTAINING PROTEIN 14,red,NA
Manes.07G098200.v8.1,Manes.07G098200,NA,blue,NA
Manes.07G103500.v8.1,Manes.07G103500,(1 of 1) PTHR11079//PTHR11079:SF98 - CYTOSINE DEAMINASE // PROTEIN ZK287.7,red,NA
Manes.07G104000.v8.1,Manes.07G104000,(1 of 2) PTHR32191:SF1 - TETRASPANIN-5-RELATED,blue,NA
Manes.07G105600.v8.1,Manes.07G105600,(1 of 2) 2.7.8.5 - CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase / Phosphatidylglycerophosphate synthase,skyblue3,NA
Manes.07G105700.v8.1,Manes.07G105700,(1 of 1) PTHR11260//PTHR11260:SF320 - GLUTATHIONE S-TRANSFERASE; GST; SUPERFAMILY; GST DOMAIN CONTAINING // SUBFAMILY NOT NAMED,blue,NA
Manes.07G105800.v8.1,Manes.07G105800,(1 of 2) PTHR13832//PTHR13832:SF358 - PROTEIN PHOSPHATASE 2C // PROTEIN PHOSPHATASE 2C 38-RELATED,skyblue3,NA
Manes.07G107000.v8.1,Manes.07G107000,(1 of 31) PF07714//PF11721 - Protein tyrosine kinase (Pkinase_Tyr) // Di-glucose binding within endoplasmic reticulum (Malectin),blue,NA
Manes.07G107600.v8.1,Manes.07G107600,(1 of 3) PTHR24177:SF10 - ANKYRIN REPEAT-CONTAINING PROTEIN,skyblue3,NA
Manes.07G109504.v8.1,Manes.07G109504,NA,blue,NA
Manes.07G111000.v8.1,Manes.07G111000,(1 of 3) K02893 - large subunit ribosomal protein L23Ae (RP-L23Ae; RPL23A),skyblue3,NA
Manes.07G111900.v8.1,Manes.07G111900,(1 of 54) PF13912 - C2H2-type zinc finger (zf-C2H2_6),blue,NA
Manes.07G115700.v8.1,Manes.07G115700,NA,red,NA
Manes.07G120100.v8.1,Manes.07G120100,(1 of 2) K03248 - translation initiation factor 3 subunit G (EIF3G),red,NA
Manes.07G120700.v8.1,Manes.07G120700,(1 of 2) 2.7.2.11 - Glutamate 5-kinase / Gamma-glutamyl kinase,skyblue3,NA
Manes.07G121100.v8.1,Manes.07G121100,(1 of 10) PTHR23155//PTHR23155:SF634 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN // SUBFAMILY NOT NAMED,red,NA
Manes.07G123600.v8.1,Manes.07G123600,(1 of 4) PTHR23012//PTHR23012:SF87 - MEMBRANE ASSOCIATED RING FINGER // RING/FYVE/PHD ZINC FINGER-CONTAINING PROTEIN,blue,NA
Manes.07G125800.v8.1,Manes.07G125800,(1 of 3) PTHR32246//PTHR32246:SF19 - FAMILY NOT NAMED // CALCIUM-DEPENDENT LIPID-BINDING DOMAIN PROTEIN,blue,NA
Manes.07G126300.v8.1,Manes.07G126300,(1 of 2) K03249 - translation initiation factor 3 subunit F (EIF3F),red,NA
Manes.07G128800.v8.1,Manes.07G128800,NA,blue,NA
Manes.07G128900.v8.1,Manes.07G128900,NA,blue,NA
Manes.07G129000.v8.1,Manes.07G129000,(1 of 3) PTHR14209//PTHR14209:SF8 - ISOAMYL ACETATE-HYDROLYZING ESTERASE 1 // GDSL ESTERASE/LIPASE CPRD49,blue,NA
Manes.07G144101.v8.1,Manes.07G144101,(1 of 3) K15437 - aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (AIMP1; ARC1),skyblue3,NA
Manes.07G141600.v8.1,Manes.07G141600,(1 of 1) PTHR11935:SF94 - PROTEIN Y17G7B.3,blue,NA
Manes.08G014900.v8.1,Manes.08G014900,NA,blue,NA
Manes.08G001000.v8.1,Manes.08G001000,NA,red,NA
Manes.08G002200.v8.1,Manes.08G002200,(1 of 1) PTHR13208//PTHR13208:SF2 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 4 // MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 4,blue,NA
Manes.08G002402.v8.1,Manes.08G002402,(1 of 9) PF09459 - Ethylbenzene dehydrogenase (EB_dh),blue,NA
Manes.08G002700.v8.1,Manes.08G002700,(1 of 3) PTHR31356:SF10 - L-ASCORBATE PEROXIDASE 2; CYTOSOLIC,blue,NA
Manes.08G002800.v8.1,Manes.08G002800,(1 of 6) PF07714//PF12819 - Protein tyrosine kinase (Pkinase_Tyr) // Carbohydrate-binding protein of the ER (Malectin_like),blue,NA
Manes.08G002900.v8.1,Manes.08G002900,NA,red,NA
Manes.08G003200.v8.1,Manes.08G003200,(1 of 1) K10737 - DNA helicase MCM8 [EC:3.6.4.12] (MCM8),blue,NA
Manes.08G006500.v8.1,Manes.08G006500,(1 of 52) K04733 - interleukin-1 receptor-associated kinase 4 (IRAK4),blue,NA
Manes.08G007000.v8.1,Manes.08G007000,(1 of 3) K02870 - large subunit ribosomal protein L12e (RP-L12e; RPL12),blue,NA
Manes.08G007100.v8.1,Manes.08G007100,NA,red,NA
Manes.08G008000.v8.1,Manes.08G008000,(1 of 8) K11294 - nucleolin (NCL; NSR1),blue,NA
Manes.08G011200.v8.1,Manes.08G011200,NA,blue,NA
Manes.08G015700.v8.1,Manes.08G015700,(1 of 2) K18655 - ATP-dependent RNA helicase DDX19/DBP5 [EC:3.6.4.13] (DDX19; DBP5),blue,NA
Manes.08G017000.v8.1,Manes.08G017000,(1 of 1) PTHR13683//PTHR13683:SF350 - ASPARTYL PROTEASES // EUKARYOTIC ASPARTYL PROTEASE FAMILY PROTEIN,blue,NA
Manes.08G017200.v8.1,Manes.08G017200,(1 of 1) PTHR21737:SF4 - CACTIN,blue,NA
Manes.08G019600.v8.1,Manes.08G019600,NA,blue,NA
Manes.08G020100.v8.1,Manes.08G020100,NA,blue,NA
Manes.08G020700.v8.1,Manes.08G020700,(1 of 2) PTHR10015:SF164 - HEAT STRESS TRANSCRIPTION FACTOR A-3,blue,NA
Manes.08G021100.v8.1,Manes.08G021100,(1 of 3) PTHR33285:SF2 - PHYTOSULFOKINES 6-RELATED,blue,NA
Manes.08G022400.v8.1,Manes.08G022400,(1 of 2) PTHR10357//PTHR10357:SF141 - ALPHA-AMYLASE // 1;4-ALPHA-GLUCAN-BRANCHING ENZYME 2-1; CHLOROPLASTIC/AMYLOPLASTIC-RELATED,blue,carb
Manes.08G022800.v8.1,Manes.08G022800,(1 of 2) K12873 - bud site selection protein 31 (BUD31; G10),blue,NA
Manes.08G025000.v8.1,Manes.08G025000,(1 of 2) PTHR19920//PTHR19920:SF0 - WD40 PROTEIN CIAO1 // CYTOSOLIC IRON-SULFUR PROTEIN ASSEMBLY PROTEIN CIAO1-RELATED,blue,NA
Manes.08G027400.v8.1,Manes.08G027400,(1 of 4) K02927//K08770 - large subunit ribosomal protein L40e (RP-L40e; RPL40) // ubiquitin C (UBC),red,NA
Manes.08G030200.v8.1,Manes.08G030200,(1 of 27) 1.1.1.331 - Secoisolariciresinol dehydrogenase,blue,NA
Manes.08G030800.v8.1,Manes.08G030800,NA,red,NA
Manes.08G032300.v8.1,Manes.08G032300,(1 of 2) PTHR11638//PTHR11638:SF69 - ATP-DEPENDENT CLP PROTEASE // SUBFAMILY NOT NAMED,blue,NA
Manes.08G033200.v8.1,Manes.08G033200,NA,blue,NA
Manes.08G033400.v8.1,Manes.08G033400,(1 of 26) PF00560//PF07714//PF08263//PF13855 - Leucine Rich Repeat (LRR_1) // Protein tyrosine kinase (Pkinase_Tyr) // Leucine rich repeat N-terminal domain (LRRNT_2) // Leucine rich repeat (LRR_8),red,NA
Manes.08G036000.v8.1,Manes.08G036000,(1 of 2) PTHR34560:SF1 - POLYKETIDE CYCLASE/DEHYDRASE AND LIPID TRANSPORT SUPERFAMILY PROTEIN,red,NA
Manes.08G036300.v8.1,Manes.08G036300,(1 of 2) PTHR24349:SF161 - CALCIUM-DEPENDENT PROTEIN KINASE 1-RELATED,red,NA
Manes.08G038800.v8.1,Manes.08G038800,(1 of 1) PTHR12917//PTHR12917:SF19 - ASPARTYL PROTEASE DDI-RELATED // SUBFAMILY NOT NAMED,red,NA
Manes.08G040700.v8.1,Manes.08G040700,(1 of 4) K11594 - ATP-dependent RNA helicase DDX3X (DDX3X; bel),skyblue3,NA
Manes.08G041300.v8.1,Manes.08G041300,(1 of 2) K02889 - large subunit ribosomal protein L21e (RP-L21e; RPL21),red,NA
Manes.08G044000.v8.1,Manes.08G044000,NA,blue,NA
Manes.08G045000.v8.1,Manes.08G045000,NA,red,NA
Manes.08G045200.v8.1,Manes.08G045200,NA,red,NA
Manes.08G047400.v8.1,Manes.08G047400,(1 of 2) PTHR12565:SF112 - TRANSCRIPTION FACTOR BHLH48-RELATED,blue,NA
Manes.08G050300.v8.1,Manes.08G050300,(1 of 6) PF00560//PF07714//PF13855 - Leucine Rich Repeat (LRR_1) // Protein tyrosine kinase (Pkinase_Tyr) // Leucine rich repeat (LRR_8),blue,NA
Manes.08G054000.v8.1,Manes.08G054000,NA,blue,NA
Manes.08G056100.v8.1,Manes.08G056100,(1 of 3) PTHR10891//PTHR10891:SF573 - EF-HAND CALCIUM-BINDING DOMAIN CONTAINING PROTEIN // CALCIUM-BINDING PROTEIN CML24-RELATED,skyblue3,NA
Manes.08G056700.v8.1,Manes.08G056700,(1 of 1) 1.3.2.3//1.6.5.3 - L-galactonolactone dehydrogenase / L-galactono-gamma-lactone dehydrogenase // NADH:ubiquinone reductase (H(+)-translocating) / Ubiquinone reductase,blue,NA
Manes.08G057400.v8.1,Manes.08G057400,(1 of 2) PTHR10535:SF2 - DNA-DIRECTED RNA POLYMERASE V SUBUNIT 5A-RELATED,blue,NA
Manes.08G064700.v8.1,Manes.08G064700,(1 of 1) K13176 - THO complex subunit 7 (THOC7),blue,NA
Manes.08G065450.v8.1,Manes.08G065450,(1 of 2) PTHR13856//PTHR13856:SF93 - VHS DOMAIN CONTAINING PROTEIN FAMILY // SUBFAMILY NOT NAMED,blue,NA
Manes.08G067400.v8.1,Manes.08G067400,(1 of 5) PTHR23050:SF166 - CALMODULIN-5,red,NA
Manes.08G069932.v8.1,Manes.08G069932,(1 of 2) PTHR22814//PTHR22814:SF94 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // SUBFAMILY NOT NAMED,blue,NA
Manes.08G070000.v8.1,Manes.08G070000,NA,blue,NA
Manes.08G073101.v8.1,Manes.08G073101,(1 of 15) PF00069//PF01453 - Protein kinase domain (Pkinase) // D-mannose binding lectin (B_lectin),blue,NA
Manes.08G076200.v8.1,Manes.08G076200,NA,skyblue3,NA
Manes.08G076650.v8.1,Manes.08G076650,NA,magenta3,NA
Manes.08G076950.v8.1,Manes.08G076950,(1 of 6) K07901 - Ras-related protein Rab-8A (RAB8A; MEL),red,NA
Manes.08G156081.v8.1,Manes.08G156081,(1 of 2) PTHR14155:SF180 - RING/U-BOX DOMAIN-CONTAINING PROTEIN-RELATED,blue,NA
Manes.08G082622.v8.1,Manes.08G082622,NA,blue,NA
Manes.08G086700.v8.1,Manes.08G086700,NA,blue,NA
Manes.08G091600.v8.1,Manes.08G091600,(1 of 1) K09648 - mitochondrial inner membrane protease subunit 2 (IMP2),blue,NA
Manes.08G092100.v8.1,Manes.08G092100,(1 of 2) PTHR31503:SF1 - VACUOLAR CATION/PROTON EXCHANGER 1-RELATED,skyblue3,NA
Manes.08G092600.v8.1,Manes.08G092600,(1 of 2) PTHR12321//PTHR12321:SF46 - CPG BINDING PROTEIN // SUBFAMILY NOT NAMED,red,NA
Manes.08G093500.v8.1,Manes.08G093500,(1 of 4) 3.1.3.66 - Phosphatidylinositol-3;4-bisphosphate 4-phosphatase / Phosphoinositide 4-phosphatase,blue,NA
Manes.08G096900.v8.1,Manes.08G096900,(1 of 2) PTHR31241:SF2 - DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 2A-RELATED,blue,NA
Manes.08G101500.v8.1,Manes.08G101500,(1 of 2) K09602 - ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12] (OTUB1),blue,NA
Manes.08G103000.v8.1,Manes.08G103000,NA,blue,NA
Manes.08G105600.v8.1,Manes.08G105600,(1 of 3) PF00646//PF14299 - F-box domain (F-box) // Phloem protein 2 (PP2),blue,NA
Manes.08G108000.v8.1,Manes.08G108000,(1 of 2) PTHR32227//PTHR32227:SF118 - FAMILY NOT NAMED // CARBOHYDRATE-BINDING X8 DOMAIN-CONTAINING PROTEIN,blue,carb
Manes.08G110200.v8.1,Manes.08G110200,(1 of 4) 3.1.26.11 - Ribonuclease Z / tRNase Z,red,NA
Manes.08G111900.v8.1,Manes.08G111900,(1 of 13) K01507 - inorganic pyrophosphatase (ppa),blue,NA
Manes.08G115000.v8.1,Manes.08G115000,NA,magenta3,NA
Manes.08G116100.v8.1,Manes.08G116100,(1 of 1) K02883//K07575 - large subunit ribosomal protein L18e (RP-L18e; RPL18) // PUA domain protein (K07575),skyblue3,NA
Manes.08G117300.v8.1,Manes.08G117300,NA,skyblue3,NA
Manes.08G117400.v8.1,Manes.08G117400,NA,blue,NA
Manes.08G117800.v8.1,Manes.08G117800,NA,blue,NA
Manes.08G118100.v8.1,Manes.08G118100,(1 of 1) K10994 - cell cycle checkpoint control protein RAD9A [EC:3.1.11.2] (RAD9A),skyblue3,NA
Manes.08G118300.v8.1,Manes.08G118300,(1 of 2) K02971 - small subunit ribosomal protein S21e (RP-S21e; RPS21),red,NA
Manes.08G119400.v8.1,Manes.08G119400,(1 of 1) PTHR12549:SF17 - WRC; ZF-4CXXC-R1 TRANSCRIPTION FACTOR AND JUMONJI DOMAIN-CONTAINING PROTEIN,red,NA
Manes.08G119900.v8.1,Manes.08G119900,NA,red,NA
Manes.08G122800.v8.1,Manes.08G122800,(1 of 2) PTHR22814//PTHR22814:SF134 - COPPER TRANSPORT PROTEIN ATOX1-RELATED // COPPER-BINDING FAMILY PROTEIN-RELATED,red,NA
Manes.08G128600.v8.1,Manes.08G128600,NA,blue,NA
Manes.08G133800.v8.1,Manes.08G133800,(1 of 10) 1.1.1.317 - Perakine reductase,red,NA
Manes.08G134300.v8.1,Manes.08G134300,,blue,NA
Manes.08G135700.v8.1,Manes.08G135700,(1 of 2) K09550 - prefoldin subunit 4 (PFDN4),blue,NA
Manes.08G140000.v8.1,Manes.08G140000,NA,red,NA
Manes.08G148200.v8.1,Manes.08G148200,(1 of 2) PTHR10438//PTHR10438:SF245 - THIOREDOXIN // THIOREDOXIN-LIKE 1-1; CHLOROPLASTIC-RELATED,blue,NA
Manes.08G148900.v8.1,Manes.08G148900,NA,red,NA
Manes.08G145800.v8.1,Manes.08G145800,(1 of 3) PTHR19957//PTHR19957:SF131 - SYNTAXIN // SUBFAMILY NOT NAMED,blue,NA
Manes.08G145900.v8.1,Manes.08G145900,NA,blue,NA
Manes.08G153900.v8.1,Manes.08G153900,NA,blue,NA
Manes.08G155900.v8.1,Manes.08G155900,(1 of 18) K08472 - mlo protein (MLO),skyblue3,NA
Manes.08G156200.v8.1,Manes.08G156200,(1 of 52) PF00385 - Chromo (CHRromatin Organisation MOdifier) domain (Chromo),skyblue3,NA
Manes.08G157900.v8.1,Manes.08G157900,(1 of 2) PTHR31956//PTHR31956:SF1 - FAMILY NOT NAMED // NON-SPECIFIC PHOSPHOLIPASE C3-RELATED,blue,NA
Manes.08G161900.v8.1,Manes.08G161900,(1 of 11) PF01612 - 3'-5' exonuclease (DNA_pol_A_exo1),blue,NA
Manes.08G166600.v8.1,Manes.08G166600,NA,blue,NA
Manes.08G167000.v8.1,Manes.08G167000,NA,blue,NA
Manes.08G169600.v8.1,Manes.08G169600,NA,blue,NA
Manes.08G170200.v8.1,Manes.08G170200,(1 of 1) PTHR31451//PTHR31451:SF17 - FAMILY NOT NAMED // MANNAN ENDO-1;4-BETA-MANNOSIDASE 6,red,carb
Manes.08G172311.v8.1,Manes.08G172311,NA,blue,NA
Manes.08G173400.v8.1,Manes.08G173400,(1 of 2) PTHR24347//PTHR24347:SF189 - SERINE/THREONINE-PROTEIN KINASE // SUBFAMILY NOT NAMED,red,NA
Manes.08G173300.v8.1,Manes.08G173300,(1 of 5) PTHR24347//PTHR24347:SF167 - SERINE/THREONINE-PROTEIN KINASE // CBL-INTERACTING SERINE/THREONINE-PROTEIN KINASE 2,blue,NA
Manes.08G172700.v8.1,Manes.08G172700,NA,red,NA
Manes.08G174200.v8.1,Manes.08G174200,NA,moccasin,NA
Manes.08G174100.v8.1,Manes.08G174100,(1 of 1) PTHR13140:SF270 - MYOSIN-12,blue,NA
Manes.09G001501.v8.1,Manes.09G001501,NA,blue,NA
Manes.09G000800.v8.1,Manes.09G000800,(1 of 5) PTHR23050//PTHR23050:SF166 - CALCIUM BINDING PROTEIN // CALMODULIN-5,red,NA
Manes.09G003600.v8.1,Manes.09G003600,(1 of 2) K14819 - dual specificity phosphatase 12 [EC:3.1.3.16 3.1.3.48] (DUSP12; YVH1),magenta3,NA
Manes.09G004100.v8.1,Manes.09G004100,NA,red,NA
Manes.09G005300.v8.1,Manes.09G005300,NA,red,NA
Manes.09G011961.v8.1,Manes.09G011961,NA,magenta3,NA
Manes.09G014100.v8.1,Manes.09G014100,NA,magenta3,NA
Manes.09G015800.v8.1,Manes.09G015800,NA,blue,NA
Manes.09G016699.v8.1,Manes.09G016699,NA,skyblue3,NA
Manes.09G016800.v8.1,Manes.09G016800,NA,blue,NA
Manes.09G018460.v8.1,Manes.09G018460,NA,red,NA
Manes.09G018700.v8.1,Manes.09G018700,NA,blue,NA
Manes.09G020400.v8.1,Manes.09G020400,(1 of 1) 3.6.3.32 - Quaternary-amine-transporting ATPase,red,NA
Manes.09G031600.v8.1,Manes.09G031600,(1 of 1) PTHR10024:SF236 - ANTHRANILATE PHOSPHORIBOSYLTRANSFERASE-LIKE PROTEIN,red,NA
Manes.09G032200.v8.1,Manes.09G032200,NA,blue,NA
Manes.09G035100.v8.1,Manes.09G035100,(1 of 2) 1.14.19.6 - Delta(12)-fatty-acid desaturase / Oleoyl-CoA Delta(12) desaturase,red,NA
Manes.09G036600.v8.1,Manes.09G036600,(1 of 1) PF00046//PF02183//PF03101//PF04618 - Homeobox domain (Homeobox) // Homeobox associated leucine zipper (HALZ) // FAR1 DNA-binding domain (FAR1) // HD-ZIP protein N terminus (HD-ZIP_N),blue,NA
Manes.09G038600.v8.1,Manes.09G038600,,blue,NA
Manes.09G039200.v8.1,Manes.09G039200,(1 of 2) K02889 - large subunit ribosomal protein L21e (RP-L21e; RPL21),blue,NA
Manes.09G039700.v8.1,Manes.09G039700,NA,blue,NA
Manes.09G040700.v8.1,Manes.09G040700,(1 of 2) K03252 - translation initiation factor 3 subunit C (EIF3C),blue,NA
Manes.09G042800.v8.1,Manes.09G042800,NA,blue,NA
Manes.09G043000.v8.1,Manes.09G043000,NA,moccasin,NA
