gene_id,locusName,Description,colors,class
Manes.14G100100.v8.1,Manes.14G100100,(1 of 1) K06695 - 26S proteasome regulatory subunit; ATPase 3; interacting protein (PSMC3IP),brown,NA
Manes.14G100200.v8.1,Manes.14G100200,(1 of 3) PTHR12161//PTHR12161:SF16 - UNCHARACTERIZED DUF292 // SUBFAMILY NOT NAMED,brown,NA
Manes.14G100700.v8.1,Manes.14G100700,(1 of 1) PTHR31917//PTHR31917:SF9 - FAMILY NOT NAMED // AGENET DOMAIN-CONTAINING PROTEIN / BROMO-ADJACENT HOMOLOGY (BAH) DOMAIN-CONTAINING PROTEIN,brown,NA
Manes.14G101300.v8.1,Manes.14G101300,(1 of 6) K10839 - UV excision repair protein RAD23 (RAD23; HR23),yellow,NA
Manes.14G104500.v8.1,Manes.14G104500,,yellow,NA
Manes.14G107500.v8.1,Manes.14G107500,(1 of 3) PTHR31066:SF12 - EXPRESSED PROTEIN,yellow,NA
Manes.14G108200.v8.1,Manes.14G108200,,brown,NA
Manes.14G109000.v8.1,Manes.14G109000,(1 of 1) PTHR18934:SF146 - DEA(D/H)-BOX RNA HELICASE FAMILY PROTEIN,yellow,NA
Manes.14G109600.v8.1,Manes.14G109600,(1 of 1) PF13324 - Grap2 and cyclin-D-interacting (GCIP),brown,NA
Manes.14G136021.v8.1,Manes.14G136021,,brown,NA
Manes.14G135300.v8.1,Manes.14G135300,,brown,NA
Manes.14G122500.v8.1,Manes.14G122500,(1 of 2) K14404 - cleavage and polyadenylation specificity factor subunit 4 (CPSF4; YTH1),brown,NA
Manes.14G122900.v8.1,Manes.14G122900,(1 of 8) PF00046//PF01852//PF08670 - Homeobox domain (Homeobox) // START domain (START) // MEKHLA domain (MEKHLA),brown,NA
Manes.14G124800.v8.1,Manes.14G124800,(1 of 2) PTHR12863//PTHR12863:SF3 - FATTY ACID HYDROXYLASE // FATTY ACID 2-HYDROXYLASE 1-RELATED,brown,NA
Manes.14G126200.v8.1,Manes.14G126200,(1 of 1) 1.1.1.320 - Benzil reductase ((S)-benzoin forming),yellow,NA
Manes.14G127321.v8.1,Manes.14G127321,,yellow,NA
Manes.14G128200.v8.1,Manes.14G128200,(1 of 2) K03066 - 26S proteasome regulatory subunit T6 (PSMC5; RPT6),brown,NA
Manes.14G128500.v8.1,Manes.14G128500,(1 of 2) PTHR23012//PTHR23012:SF54 - MEMBRANE ASSOCIATED RING FINGER // SUBFAMILY NOT NAMED,brown,NA
Manes.14G128600.v8.1,Manes.14G128600,(1 of 2) PF00027//PF00520//PF07885//PF11834//PF12796//PF13857 - Cyclic nucleotide-binding domain (cNMP_binding) // Ion transport protein (Ion_trans) // Ion channel (Ion_trans_2) // KHA; dimerisation domain of potassium ion channel (KHA) // Ankyrin repeats (3 copies) (Ank_2) // Ankyrin repeats (many copies) (Ank_5),brown,NA
Manes.14G129500.v8.1,Manes.14G129500,(1 of 9) PF07800 - Protein of unknown function (DUF1644) (DUF1644),brown,NA
Manes.14G131400.v8.1,Manes.14G131400,(1 of 4) K11594 - ATP-dependent RNA helicase DDX3X (DDX3X; bel),skyblue3,NA
Manes.14G132521.v8.1,Manes.14G132521,(1 of 3) PTHR10783//PTHR10783:SF44 - XENOTROPIC AND POLYTROPIC RETROVIRUS RECEPTOR 1-RELATED // SPX DOMAIN-CONTAINING PROTEIN 1-RELATED,brown,NA
Manes.14G133400.v8.1,Manes.14G133400,(1 of 3) PTHR10332//PTHR10332:SF35 - EQUILIBRATIVE NUCLEOSIDE TRANSPORTER // EQUILIBRATIVE NUCLEOTIDE TRANSPORTER 8,brown,NA
Manes.14G133500.v8.1,Manes.14G133500,(1 of 1) PTHR33416:SF4 - NUCLEOPORIN-RELATED PROTEIN,floralwhite,NA
Manes.14G115300.v8.1,Manes.14G115300,(1 of 2) PTHR22957:SF34 - TBC1 DOMAIN FAMILY MEMBER 25,brown,NA
Manes.14G115828.v8.1,Manes.14G115828,(1 of 17) PTHR11697//PTHR11697:SF111 - GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.14G117000.v8.1,Manes.14G117000,(1 of 1) PTHR12526//PTHR12526:SF334 - GLYCOSYLTRANSFERASE // SUBFAMILY NOT NAMED,brown,carb
Manes.14G117700.v8.1,Manes.14G117700,(1 of 4) K15289 - solute carrier family 35; member F5 (SLC35F5),brown,NA
Manes.14G119700.v8.1,Manes.14G119700,(1 of 1) KOG2561 - Adaptor protein NUB1; contains UBA domain,brown,NA
Manes.14G137700.v8.1,Manes.14G137700,(1 of 2) PTHR13832//PTHR13832:SF299 - PROTEIN PHOSPHATASE 2C // SUBFAMILY NOT NAMED,skyblue3,NA
Manes.14G144400.v8.1,Manes.14G144400,(1 of 2) K13431 - signal recognition particle receptor subunit alpha (SRPR),skyblue3,NA
Manes.14G143500.v8.1,Manes.14G143500,(1 of 3) PTHR19375//PTHR19375:SF229 - HEAT SHOCK PROTEIN 70KDA // HEAT SHOCK 70 KDA PROTEIN 5,brown,NA
Manes.14G143400.v8.1,Manes.14G143400,(1 of 1) K02520 - translation initiation factor IF-3 (infC; MTIF3),brown,NA
Manes.14G142200.v8.1,Manes.14G142200,(1 of 2) PTHR31422//PTHR31422:SF1 - FAMILY NOT NAMED // EXPRESSED PROTEIN,brown,NA
Manes.14G151100.v8.1,Manes.14G151100,(1 of 1) K07561 - 2-(3-amino-3-carboxypropyl)histidine synthase [EC:2.5.1.108] (dph2; DPH1),brown,NA
Manes.14G151300.v8.1,Manes.14G151300,(1 of 43) PF05553 - Cotton fibre expressed protein (DUF761),brown,NA
Manes.14G155000.v8.1,Manes.14G155000,(1 of 26) K04730 - interleukin-1 receptor-associated kinase 1 (IRAK1),yellow,NA
Manes.14G156100.v8.1,Manes.14G156100,(1 of 1) PF00651//PF12313//PF12796 - BTB/POZ domain (BTB) // NPR1/NIM1 like defence protein C terminal (NPR1_like_C) // Ankyrin repeats (3 copies) (Ank_2),brown,NA
Manes.14G161500.v8.1,Manes.14G161500,(1 of 2) PTHR31319:SF14 - ZINC FINGER PROTEIN CONSTANS-LIKE 5,brown,NA
Manes.14G162600.v8.1,Manes.14G162600,(1 of 16) K01537 - Ca2+-transporting ATPase (E3.6.3.8),brown,NA
Manes.14G164800.v8.1,Manes.14G164800,(1 of 2) PF00059//PF07714 - Lectin C-type domain (Lectin_C) // Protein tyrosine kinase (Pkinase_Tyr),brown,NA
Manes.14G166800.v8.1,Manes.14G166800,(1 of 4) PTHR33044:SF27 - BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN-RELATED,yellow,NA
Manes.14G168900.v8.1,Manes.14G168900,(1 of 1) PTHR11903:SF12 - ALPHA-DIOXYGENASE 2,brown,NA
Manes.14G172800.v8.1,Manes.14G172800,(1 of 2) PTHR12701//PTHR12701:SF20 - BCR-ASSOCIATED PROTEIN; BAP // GENOMIC DNA; CHROMOSOME 3; P1 CLONE: MIG5,brown,NA
Manes.14G174300.v8.1,Manes.14G174300,,brown,NA
Manes.14G174500.v8.1,Manes.14G174500,(1 of 6) 1.8.7.2 - Ferredoxin:thioredoxin reductase,yellow,carb
Manes.15G003900.v8.1,Manes.15G003900,(1 of 1) PTHR12176:SF28 - S-ADENOSYL-L-METHIONINE-DEPENDENT METHYLTRANSFERASE-LIKE PROTEIN,yellow,NA
Manes.15G001900.v8.1,Manes.15G001900,(1 of 4) PTHR34188//PTHR34188:SF1 - FAMILY NOT NAMED // T6A9.7 PROTEIN,yellow,NA
Manes.15G001200.v8.1,Manes.15G001200,(1 of 3) PTHR33124//PTHR33124:SF12 - FAMILY NOT NAMED // TRANSCRIPTION FACTOR BHLH147-RELATED,skyblue3,NA
Manes.15G005100.v8.1,Manes.15G005100,(1 of 79) PF03514 - GRAS domain family (GRAS),yellow,NA
Manes.15G006500.v8.1,Manes.15G006500,(1 of 3) KOG2880 - SMAD6 interacting protein AMSH; contains JAB/MPN/Mov34 domain,brown,NA
Manes.15G006900.v8.1,Manes.15G006900,,yellow,NA
Manes.15G007000.v8.1,Manes.15G007000,(1 of 19) PF06749 - Protein of unknown function (DUF1218) (DUF1218),yellow,NA
Manes.15G007300.v8.1,Manes.15G007300,(1 of 2) PTHR31052//PTHR31052:SF3 - FAMILY NOT NAMED // COBRA-LIKE PROTEIN 7-RELATED,brown,NA
Manes.15G012300.v8.1,Manes.15G012300,(1 of 4) K08238 - xyloglucan 6-xylosyltransferase [EC:2.4.2.39] Xyl a1-6 Glc (XXT),yellow,carb
Manes.15G012600.v8.1,Manes.15G012600,(1 of 1) PTHR13832:SF309 - PROTEIN PHOSPHATASE 2C 40-RELATED,skyblue3,NA
Manes.15G016900.v8.1,Manes.15G016900,(1 of 2) PTHR10366//PTHR10366:SF389 - NAD DEPENDENT EPIMERASE/DEHYDRATASE // SUBFAMILY NOT NAMED,yellow,NA
Manes.15G017750.v8.1,Manes.15G017750,(1 of 2) K17545 - serine/threonine-protein kinase ULK4 [EC:2.7.11.1] (ULK4),brown,NA
Manes.15G019200.v8.1,Manes.15G019200,(1 of 10) K08145 - MFS transporter; SP family; solute carrier family 2 (facilitated glucose transporter); member 8 (SLC2A8; GLUT8),yellow,NA
Manes.15G019800.v8.1,Manes.15G019800,(1 of 5) PF15365 - Proline-rich nuclear receptor coactivator (PNRC),brown,NA
Manes.15G020300.v8.1,Manes.15G020300,(1 of 2) PTHR13832:SF267 - PROTEIN PHOSPHATASE 1K; MITOCHONDRIAL,brown,NA
Manes.15G021800.v8.1,Manes.15G021800,(1 of 63) PF00651 - BTB/POZ domain (BTB),brown,NA
Manes.15G023100.v8.1,Manes.15G023100,(1 of 6) KOG3140 - Predicted membrane protein,floralwhite,NA
Manes.15G024100.v8.1,Manes.15G024100,(1 of 2) PTHR11772:SF18 - ALUMINUM INDUCED PROTEIN WITH YGL AND LRDR MOTIFS,brown,NA
Manes.15G024500.v8.1,Manes.15G024500,(1 of 4) PTHR32285//PTHR32285:SF65 - FAMILY NOT NAMED // PROTEIN TRICHOME BIREFRINGENCE-LIKE 10-RELATED,yellow,NA
Manes.15G025300.v8.1,Manes.15G025300,(1 of 2) PTHR22763//PTHR22763:SF65 - RING ZINC FINGER PROTEIN // E3 UBIQUITIN-PROTEIN LIGASE RHF1A,brown,NA
Manes.15G026100.v8.1,Manes.15G026100,(1 of 1) PF13516//PF13943 - Leucine Rich repeat (LRR_6) // WPP domain (WPP),brown,NA
Manes.15G026900.v8.1,Manes.15G026900,(1 of 3) PTHR24096:SF221 - PROTEIN ACS-13; ISOFORM C,skyblue3,NA
Manes.15G027000.v8.1,Manes.15G027000,(1 of 1) PTHR11689:SF92 - H(+)/CL(-) EXCHANGE TRANSPORTER 7,yellow,NA
Manes.15G031700.v8.1,Manes.15G031700,(1 of 4) K02984 - small subunit ribosomal protein S3Ae (RP-S3Ae; RPS3A),yellow,NA
Manes.15G032000.v8.1,Manes.15G032000,(1 of 3) PTHR22904:SF289 - CARBOXYLATE CLAMP-TETRATRICOPEPTIDE REPEAT PROTEIN-RELATED,yellow,NA
Manes.15G032100.v8.1,Manes.15G032100,(1 of 2) PTHR11814//PTHR11814:SF106 - SULFATE TRANSPORTER // SUBFAMILY NOT NAMED,yellow,NA
Manes.15G034800.v8.1,Manes.15G034800,,brown,NA
Manes.15G036500.v8.1,Manes.15G036500,(1 of 4) PTHR13890//PTHR13890:SF8 - RNA SPLICING PROTEIN MRS2; MITOCHONDRIAL // SUBFAMILY NOT NAMED,brown,NA
Manes.15G038950.v8.1,Manes.15G038950,(1 of 2) PTHR10209//PTHR10209:SF135 - OXIDOREDUCTASE; 2OG-FE II  OXYGENASE FAMILY PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.15G039300.v8.1,Manes.15G039300,(1 of 2) PTHR23042:SF72 - TRANSCRIPTION FACTOR BHLH104-RELATED,brown,NA
Manes.15G042500.v8.1,Manes.15G042500,(1 of 2) K02875 - large subunit ribosomal protein L14e (RP-L14e; RPL14),yellow,NA
Manes.15G042800.v8.1,Manes.15G042800,(1 of 2) PTHR10219//PTHR10219:SF36 - GLYCOLIPID TRANSFER PROTEIN-RELATED // SUBFAMILY NOT NAMED,brown,NA
Manes.15G043200.v8.1,Manes.15G043200,,yellow,NA
Manes.15G043800.v8.1,Manes.15G043800,(1 of 1) PTHR13528//PTHR13528:SF6 - 39S RIBOSOMAL PROTEIN L28; MITOCHONDRIAL // 50S RIBOSOMAL PROTEIN L28; CHLOROPLASTIC,yellow,NA
Manes.15G044600.v8.1,Manes.15G044600,(1 of 1) PTHR16007//PTHR16007:SF30 - EPIDIDYMAL MEMBRANE PROTEIN E9-RELATED // SUBFAMILY NOT NAMED,skyblue3,NA
Manes.15G044900.v8.1,Manes.15G044900,(1 of 2) PTHR11960//PTHR11960:SF12 - EUKARYOTIC TRANSLATION INITIATION FACTOR 4E RELATED // EUKARYOTIC TRANSLATION INITIATION FACTOR ISOFORM 4E,yellow,NA
Manes.15G045200.v8.1,Manes.15G045200,(1 of 7) PF12043 - Domain of unknown function (DUF3527) (DUF3527),skyblue3,NA
Manes.15G047100.v8.1,Manes.15G047100,(1 of 2) PTHR31585:SF12 - FOLATE-BIOPTERIN TRANSPORTER 8; CHLOROPLASTIC-RELATED,yellow,NA
Manes.15G050712.v8.1,Manes.15G050712,(1 of 1) PTHR22763//PTHR22763:SF54 - RING ZINC FINGER PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.15G052800.v8.1,Manes.15G052800,(1 of 2) K03032 - 26S proteasome regulatory subunit N2 (PSMD1; RPN2),brown,NA
Manes.15G053100.v8.1,Manes.15G053100,(1 of 3) K02872 - large subunit ribosomal protein L13Ae (RP-L13Ae; RPL13A),yellow,NA
Manes.15G053700.v8.1,Manes.15G053700,(1 of 21) PF04576 - Zein-binding (Zein-binding),brown,NA
Manes.15G054400.v8.1,Manes.15G054400,(1 of 2) 3.1.3.2//3.1.3.26 - Acid phosphatase / Phosphomonoesterase // 4-phytase / Phytate 6-phosphatase,brown,NA
Manes.15G055300.v8.1,Manes.15G055300,(1 of 3) K01874 - methionyl-tRNA synthetase (MARS; metG),brown,NA
Manes.15G060100.v8.1,Manes.15G060100,(1 of 1) PTHR31352:SF9 - INACTIVE BETA-AMYLASE 4; CHLOROPLASTIC,yellow,carb
Manes.15G060400.v8.1,Manes.15G060400,(1 of 3) PTHR11064//PTHR11064:SF45 - CCAAT-BINDING TRANSCRIPTION FACTOR-RELATED // SUBFAMILY NOT NAMED,yellow,NA
Manes.15G060800.v8.1,Manes.15G060800,(1 of 1) 4.2.1.22 - Cystathionine beta-synthase / Serine sulfhydrase,brown,NA
Manes.15G062200.v8.1,Manes.15G062200,(1 of 27) 1.14.13.121 - Premnaspirodiene oxygenase / Hyoscymus muticus premnaspirodiene oxygenase,yellow,NA
Manes.15G063200.v8.1,Manes.15G063200,(1 of 1) PTHR13068:SF13 - MITOCHONDRIAL TRANSCRIPTION TERMINATION FACTOR FAMILY PROTEIN,brown,NA
Manes.15G065900.v8.1,Manes.15G065900,(1 of 3) PTHR10504//PTHR10504:SF73 - BACTERICIDAL PERMEABILITY-INCREASING  BPI  PROTEIN-RELATED // PROTEIN C05C9.1,brown,NA
Manes.15G066500.v8.1,Manes.15G066500,(1 of 3) K12483 - EH domain-containing protein 1 (EHD1),floralwhite,NA
Manes.15G067100.v8.1,Manes.15G067100,(1 of 1) PTHR31832:SF5 - B-BOX TYPE ZINC FINGER-CONTAINING PROTEIN,brown,NA
Manes.15G071100.v8.1,Manes.15G071100,(1 of 13) PF04520 - Senescence regulator (Senescence_reg),brown,NA
Manes.15G071500.v8.1,Manes.15G071500,(1 of 2) PTHR10388//PTHR10388:SF16 - EUKARYOTIC TRANSLATION INITIATION FACTOR SUI1 // SUBFAMILY NOT NAMED,skyblue3,NA
Manes.15G072400.v8.1,Manes.15G072400,(1 of 1) PTHR10434//PTHR10434:SF17 - 1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE // SUBFAMILY NOT NAMED,yellow,NA
Manes.15G072700.v8.1,Manes.15G072700,(1 of 4) PTHR24012//PTHR24012:SF333 - FAMILY NOT NAMED // POLYADENYLATE-BINDING PROTEIN RBP45B-RELATED,brown,NA
Manes.15G073100.v8.1,Manes.15G073100,,skyblue3,NA
Manes.15G075400.v8.1,Manes.15G075400,(1 of 2) PTHR22957//PTHR22957:SF276 - TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN // SUBFAMILY NOT NAMED,brown,NA
Manes.15G075500.v8.1,Manes.15G075500,(1 of 2) PTHR31707//PTHR31707:SF32 - FAMILY NOT NAMED // PECTINESTERASE-RELATED PROTEIN-RELATED,brown,carb
Manes.15G076600.v8.1,Manes.15G076600,(1 of 1) PTHR22774:SF11 - PROTEIN C44H4.4,brown,NA
Manes.15G078400.v8.1,Manes.15G078400,(1 of 79) PF03514 - GRAS domain family (GRAS),brown,NA
Manes.15G079100.v8.1,Manes.15G079100,,brown,NA
Manes.15G080900.v8.1,Manes.15G080900,(1 of 21) PF00954//PF01453//PF07714//PF08276//PF11883 - S-locus glycoprotein domain (S_locus_glycop) // D-mannose binding lectin (B_lectin) // Protein tyrosine kinase (Pkinase_Tyr) // PAN-like domain (PAN_2) // Domain of unknown function (DUF3403) (DUF3403),yellow,NA
Manes.15G082000.v8.1,Manes.15G082000,(1 of 3) PTHR11255:SF29 - DIACYLGLYCEROL KINASE 5-RELATED,brown,NA
Manes.15G086000.v8.1,Manes.15G086000,,yellow,NA
Manes.15G086600.v8.1,Manes.15G086600,,yellow,NA
Manes.15G087800.v8.1,Manes.15G087800,(1 of 2) 3.1.3.77 - Acireductone synthase / E-1 enolase-phosphatase,floralwhite,NA
Manes.15G089600.v8.1,Manes.15G089600,(1 of 1) K02968 - small subunit ribosomal protein S20 (RP-S20; rpsT),brown,NA
Manes.15G090700.v8.1,Manes.15G090700,(1 of 4) PTHR13301//PTHR13301:SF69 - X-BOX TRANSCRIPTION FACTOR-RELATED // BASIC HELIX-LOOP-HELIX DOMAIN-CONTAINING PROTEIN,brown,NA
Manes.15G094500.v8.1,Manes.15G094500,(1 of 2) PTHR31165//PTHR31165:SF9 - FAMILY NOT NAMED // PROTEIN LIGHT-DEPENDENT SHORT HYPOCOTYLS 7-RELATED,floralwhite,NA
Manes.15G097600.v8.1,Manes.15G097600,(1 of 1) PTHR11545//PTHR11545:SF7 - RIBOSOMAL PROTEIN L13 // 50S RIBOSOMAL PROTEIN L13; CHLOROPLASTIC,yellow,NA
Manes.15G100000.v8.1,Manes.15G100000,(1 of 1) K03351 - anaphase-promoting complex subunit 4 (APC4),yellow,NA
Manes.15G100800.v8.1,Manes.15G100800,(1 of 1) PTHR12741:SF22 - CALLOSE SYNTHASE 8-RELATED,yellow,carb
Manes.15G101000.v8.1,Manes.15G101000,(1 of 1) KOG2789 - Putative Zn-finger protein,floralwhite,NA
Manes.15G101100.v8.1,Manes.15G101100,(1 of 4) PF02798//PF14497 - Glutathione S-transferase; N-terminal domain (GST_N) // Glutathione S-transferase; C-terminal domain (GST_C_3),brown,NA
Manes.15G104800.v8.1,Manes.15G104800,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),brown,NA
Manes.15G106400.v8.1,Manes.15G106400,(1 of 1) PTHR24031//PTHR24031:SF264 - RNA HELICASE // SUBFAMILY NOT NAMED,brown,NA
Manes.15G108200.v8.1,Manes.15G108200,(1 of 4) PTHR10641//PTHR10641:SF455 - MYB-LIKE DNA-BINDING PROTEIN MYB // SUBFAMILY NOT NAMED,brown,NA
Manes.15G108400.v8.1,Manes.15G108400,(1 of 4) PTHR31194//PTHR31194:SF5 - SHN  SHINE ; DNA BINDING / TRANSCRIPTION FACTOR // SUBFAMILY NOT NAMED,yellow,NA
Manes.15G113000.v8.1,Manes.15G113000,(1 of 599) PF13041 - PPR repeat family (PPR_2),brown,NA
Manes.15G117300.v8.1,Manes.15G117300,(1 of 2) PTHR12210:SF71 - SCP1-LIKE SMALL PHOSPHATASE 4-RELATED,floralwhite,NA
Manes.15G119300.v8.1,Manes.15G119300,(1 of 2) K09647 - mitochondrial inner membrane protease subunit 1 (IMP1),brown,NA
Manes.15G119950.v8.1,Manes.15G119950,(1 of 2) PTHR13711:SF200 - HIGH MOBILITY GROUP B PROTEIN 14,brown,NA
Manes.15G120501.v8.1,Manes.15G120501,(1 of 2) K02882 - large subunit ribosomal protein L18Ae (RP-L18Ae; RPL18A),yellow,NA
Manes.15G121100.v8.1,Manes.15G121100,(1 of 1) PF00076//PF05383 - RNA recognition motif. (a.k.a. RRM; RBD; or RNP domain) (RRM_1) // La domain (La),brown,NA
Manes.15G121200.v8.1,Manes.15G121200,(1 of 3) K02955 - small subunit ribosomal protein S14e (RP-S14e; RPS14),brown,NA
Manes.15G123700.v8.1,Manes.15G123700,,brown,NA
Manes.15G125300.v8.1,Manes.15G125300,(1 of 1) PTHR35720//PTHR35720:SF1 - FAMILY NOT NAMED // PLASTID TRANSCRIPTIONALLY ACTIVE 12,floralwhite,NA
Manes.15G127900.v8.1,Manes.15G127900,(1 of 1) K03655 - ATP-dependent DNA helicase RecG (recG),brown,NA
Manes.15G128100.v8.1,Manes.15G128100,,brown,NA
Manes.15G128200.v8.1,Manes.15G128200,(1 of 5) PTHR24055//PTHR24055:SF211 - MITOGEN-ACTIVATED PROTEIN KINASE // MITOGEN-ACTIVATED PROTEIN KINASE 16-RELATED,brown,NA
Manes.15G128300.v8.1,Manes.15G128300,(1 of 1) PTHR10285:SF53 - URIDINE KINASE,yellow,NA
Manes.15G128900.v8.1,Manes.15G128900,(1 of 3) PTHR31288//PTHR31288:SF10 - FAMILY NOT NAMED // O-FUCOSYLTRANSFERASE FAMILY PROTEIN,yellow,NA
Manes.15G130900.v8.1,Manes.15G130900,(1 of 2) PTHR13261//PTHR13261:SF0 - CDK INHIBITOR P21 BINDING PROTEIN // BRCA2 AND CDKN1A-INTERACTING PROTEIN,floralwhite,NA
Manes.15G131000.v8.1,Manes.15G131000,(1 of 3) KOG4467 - Uncharacterized conserved protein,brown,NA
Manes.15G131400.v8.1,Manes.15G131400,(1 of 3) PTHR31448//PTHR31448:SF3 - FAMILY NOT NAMED // IFA-BINDING PROTEIN,yellow,NA
Manes.15G134400.v8.1,Manes.15G134400,(1 of 5) PF07058 - Microtubule-associated protein 70 (MAP70),skyblue3,NA
Manes.15G135600.v8.1,Manes.15G135600,(1 of 1) PF05183//PF14259 - RNA dependent RNA polymerase (RdRP) // RNA recognition motif (a.k.a. RRM; RBD; or RNP domain) (RRM_6),brown,NA
Manes.15G136500.v8.1,Manes.15G136500,(1 of 1) PTHR10015//PTHR10015:SF156 - HEAT SHOCK TRANSCRIPTION FACTOR // HEAT STRESS TRANSCRIPTION FACTOR A-8,brown,NA
Manes.15G136900.v8.1,Manes.15G136900,(1 of 1) KOG2490 - Predicted membrane protein,brown,NA
Manes.15G137800.v8.1,Manes.15G137800,(1 of 3) PTHR31062//PTHR31062:SF44 - FAMILY NOT NAMED // XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 27-RELATED,yellow,carb
Manes.15G140500.v8.1,Manes.15G140500,(1 of 2) K03246 - translation initiation factor 3 subunit I (EIF3I),yellow,NA
Manes.15G141000.v8.1,Manes.15G141000,(1 of 1) PTHR13452//PTHR13452:SF9 - THUMP DOMAIN CONTAINING PROTEIN 1-RELATED // SUBFAMILY NOT NAMED,brown,NA
Manes.15G141100.v8.1,Manes.15G141100,(1 of 2) 3.1.21.7 - Deoxyribonuclease V / Escherichia coli endodeoxyribonuclease V,brown,NA
Manes.15G141200.v8.1,Manes.15G141200,(1 of 2) 3.1.21.7 - Deoxyribonuclease V / Escherichia coli endodeoxyribonuclease V,brown,NA
Manes.15G143600.v8.1,Manes.15G143600,(1 of 3) K15223 - upstream activation factor subunit UAF30 (UAF30; SPP27),yellow,NA
Manes.15G144000.v8.1,Manes.15G144000,(1 of 1) 1.2.1.38 - N-acetyl-gamma-glutamyl-phosphate reductase / NAGSA dehydrogenase,yellow,NA
Manes.15G145200.v8.1,Manes.15G145200,(1 of 6) PTHR31920//PTHR31920:SF18 - FAMILY NOT NAMED // B3 DOMAIN-CONTAINING PROTEIN REM19-RELATED,yellow,NA
Manes.15G150700.v8.1,Manes.15G150700,(1 of 2) PTHR24006//PTHR24006:SF492 - FAMILY NOT NAMED // F-BOX/LRR-REPEAT PROTEIN 5,yellow,NA
Manes.15G151200.v8.1,Manes.15G151200,(1 of 2) PTHR31902:SF5 - SUCRASE/FERREDOXIN-LIKE PROTEIN,brown,NA
Manes.15G150500.v8.1,Manes.15G150500,(1 of 1) 2.1.1.287 - 25S rRNA (adenine(645)-N(1))-methyltransferase / 25S rRNA m(1)A(645) methyltransferase,brown,NA
Manes.15G152800.v8.1,Manes.15G152800,(1 of 2) PTHR24073:SF597 - RAS-RELATED PROTEIN RABB1B,floralwhite,NA
Manes.15G153700.v8.1,Manes.15G153700,(1 of 4) PTHR12277:SF42 - ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN-RELATED,yellow,NA
Manes.15G155400.v8.1,Manes.15G155400,(1 of 1) PTHR34278//PTHR34278:SF1 - FAMILY NOT NAMED // GB|AAC02775.1,brown,NA
Manes.15G158400.v8.1,Manes.15G158400,(1 of 1) PF12796//PF13637//PF13857 - Ankyrin repeats (3 copies) (Ank_2) // Ankyrin repeats (many copies) (Ank_4) // Ankyrin repeats (many copies) (Ank_5),yellow,NA
Manes.15G158600.v8.1,Manes.15G158600,(1 of 1) PTHR10742:SF229 - PROTOPORPHYRINOGEN OXIDASE 2; CHLOROPLASTIC/MITOCHONDRIAL,brown,NA
Manes.15G159500.v8.1,Manes.15G159500,(1 of 1) PTHR10285//PTHR10285:SF71 - URIDINE KINASE // URIDINE KINASE-LIKE PROTEIN 1; CHLOROPLASTIC-RELATED,yellow,NA
Manes.15G159600.v8.1,Manes.15G159600,(1 of 1) PTHR11061//PTHR11061:SF29 - RNA M5U METHYLTRANSFERASE FAMILY // SUBFAMILY NOT NAMED,brown,NA
Manes.15G160400.v8.1,Manes.15G160400,(1 of 207) PF01535//PF13041 - PPR repeat (PPR) // PPR repeat family (PPR_2),yellow,NA
Manes.15G160800.v8.1,Manes.15G160800,(1 of 1) PTHR10857//PTHR10857:SF43 - COPINE // SUBFAMILY NOT NAMED,brown,NA
Manes.15G161500.v8.1,Manes.15G161500,(1 of 2) K02899 - large subunit ribosomal protein L27 (RP-L27; MRPL27; rpmA),yellow,NA
Manes.15G161800.v8.1,Manes.15G161800,(1 of 1) PTHR21354:SF0 - ZINC FINGER PROTEIN 511,brown,NA
Manes.15G161900.v8.1,Manes.15G161900,(1 of 1) PTHR31517:SF7 - PEROXIDASE 55,skyblue3,NA
Manes.15G162000.v8.1,Manes.15G162000,(1 of 3) PTHR21576//PTHR21576:SF44 - UNCHARACTERIZED NODULIN-LIKE PROTEIN // MAJOR FACILITATOR PROTEIN,yellow,NA
Manes.15G162100.v8.1,Manes.15G162100,(1 of 11) PF11820 - Protein of unknown function (DUF3339) (DUF3339),brown,NA
Manes.15G162300.v8.1,Manes.15G162300,(1 of 1) PTHR33128//PTHR33128:SF13 - FAMILY NOT NAMED // EMB|CAB62355.1,brown,NA
Manes.15G166700.v8.1,Manes.15G166700,(1 of 1) PTHR11252//PTHR11252:SF3 - POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE // POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE 1; MITOCHONDRIAL,yellow,NA
