"","Sample_Name","commonID","design_description","filname_1","filname_2"
"129","TCDM_2_A27_4_1_i","TCDM_2_C10_A27_4_1_i","SampleID: TCDM_2_C10_A27_4_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C10 Year: 2022; Accession: HIL16A027; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209201_HY5CNBGXT_TCDM_2_C10_A27_4_1_i_CGTCGC_S75",NA
"130","TCDM_2_A27_4_2_o","TCDM_2_E10_A27_4_2_o","SampleID: TCDM_2_E10_A27_4_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E10 Year: 2022; Accession: HIL16A027; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209203_HY5CNBGXT_TCDM_2_E10_A27_4_2_o_ATTGGT_S77",NA
"131","TCDM_2_X4_42_1_o","TCDM_2_F10_X4_24_1_o","SampleID: TCDM_2_F10_X4_24_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F10 Year: 2022; Accession: ITH21F004P042; Block: 4; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209204_HY5CNBGXT_TCDM_2_F10_X4_24_1_o_GCCACA_S78",NA
"132","TCDM_2_A27_4_2_i","TCDM_2_G10_A27_4_2_i","SampleID: TCDM_2_G10_A27_4_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G10 Year: 2022; Accession: HIL16A027; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209205_HY5CNBGXT_TCDM_2_G10_A27_4_2_i_CATCTA_S79",NA
"133","TCDM_2_A27_4_3_i","TCDM_2_H10_A27_4_3_i","SampleID: TCDM_2_H10_A27_4_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H10 Year: 2022; Accession: HIL16A027; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209206_HY5CNBGXT_TCDM_2_H10_A27_4_3_i_AACAAG_S80",NA
"134","TCDM_2_X4_42_2_o","TCDM_2_A11_X4_24_2_o","SampleID: TCDM_2_A11_X4_24_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A11 Year: 2022; Accession: ITH21F004P042; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209207_HY5CNBGXT_TCDM_2_A11_X4_24_2_o_GCAGCC_S81",NA
"135","TCDM_2_X4_42_1_i","TCDM_2_B11_X4_24_1_i","SampleID: TCDM_2_B11_X4_24_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B11 Year: 2022; Accession: ITH21F004P042; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209208_HY5CNBGXT_TCDM_2_B11_X4_24_1_i_ACTCTT_S82",NA
"136","TCDM_2_X4_42_2_i","TCDM_2_D11_X4_24_2_i","SampleID: TCDM_2_D11_X4_24_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D11 Year: 2022; Accession: ITH21F004P042; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209210_HY5CNBGXT_TCDM_2_D11_X4_24_2_i_AAGTGG_S84",NA
"137","TCDM_2_X4_42_3_o","TCDM_2_E11_X4_24_3_o","SampleID: TCDM_2_E11_X4_24_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E11 Year: 2022; Accession: ITH21F004P042; Block: 4; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209211_HY5CNBGXT_TCDM_2_E11_X4_24_3_o_CTCATA_S85",NA
"138","TCDM_2_A03_4_1_i","TCDM_2_G11_A03_4_1_i","SampleID: TCDM_2_G11_A03_4_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G11 Year: 2022; Accession: HIL16A003; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209213_HY5CNBGXT_TCDM_2_G11_A03_4_1_i_GGCCAA_S87",NA
"139","TCDM_2_X8_37_2_i","TCDM_2_H11_X8_37_2_i","SampleID: TCDM_2_H11_X8_37_2_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H11 Year: 2022; Accession: ITH21F008P037; Block: 4; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209214_HY5CNBGXT_TCDM_2_H11_X8_37_2_i_AGACCA_S88",NA
"140","TCDM_2_X4_42_3_i","TCDM_2_A12_X4_24_3_i","SampleID: TCDM_2_A12_X4_24_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: A12 Year: 2022; Accession: ITH21F004P042; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209215_HY5CNBGXT_TCDM_2_A12_X4_24_3_i_CGCGGA_S89",NA
"141","TCDM_2_X8_37_3_o","TCDM_2_B12_X8_37_3_o","SampleID: TCDM_2_B12_X8_37_3_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: B12 Year: 2022; Accession: ITH21F008P037; Block: 4; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209216_HY5CNBGXT_TCDM_2_B12_X8_37_3_o_CCTGCT_S90",NA
"142","TCDM_2_X8_37_2_o","TCDM_2_C12_X8_37_2_o","SampleID: TCDM_2_C12_X8_37_2_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: C12 Year: 2022; Accession: ITH21F008P037; Block: 4; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209217_HY5CNBGXT_TCDM_2_C12_X8_37_2_o_GCGCTG_S91",NA
"143","TCDM_2_X8_37_1_o","TCDM_2_D12_X8_37_1_o","SampleID: TCDM_2_D12_X8_37_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: D12 Year: 2022; Accession: ITH21F008P037; Block: 4; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209218_HY5CNBGXT_TCDM_2_D12_X8_37_1_o_GAACCT_S92",NA
"144","TCDM_2_X8_37_3_i","TCDM_2_E12_X8_37_3_i","SampleID: TCDM_2_E12_X8_37_3_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: E12 Year: 2022; Accession: ITH21F008P037; Block: 4; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209219_HY5CNBGXT_TCDM_2_E12_X8_37_3_i_TTCGAG_S93",NA
"145","TCDM_2_C14_4_1_i","TCDM_2_F12_C14_4_1_i","SampleID: TCDM_2_F12_C14_4_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: F12 Year: 2022; Accession: HIL16C014; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209220_HY5CNBGXT_TCDM_2_F12_C14_4_1_i_AGAATC_S94",NA
"146","TCDM_2_X8_37_1_i","TCDM_2_G12_X8_37_1_i","SampleID: TCDM_2_G12_X8_37_1_i; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: G12 Year: 2022; Accession: ITH21F008P037; Block: 4; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209221_HY5CNBGXT_TCDM_2_G12_X8_37_1_i_AGGCAT_S95",NA
"147","TCDM_2_C14_4_1_o","TCDM_2_H12_C14_4_1_o","SampleID: TCDM_2_H12_C14_4_1_o; RNAseq Plate ID: TCDM_2; RNAseq Plate Well ID: H12 Year: 2022; Accession: HIL16C014; Block: 4; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 5MAP","209222_HY5CNBGXT_TCDM_2_H12_C14_4_1_o_ACACGC_S96",NA
"148","TCDM_3_115_X1_54_rt1_i","A03_115_X1_54_rt1_i","SampleID: A03_115_X1_54_rt1_i; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: A03 Year: 2024; Accession: ITH21F001P054; Block: 1; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 8MAP","3_A03_115_X1_54_rt1_i_10479813_22MM3HLT4_L3_R1","3_A03_115_X1_54_rt1_i_10479813_22MM3HLT4_L3_R2"
"149","TCDM_3_113_C17_rt2_i","A05_113_C17_rt2_i","SampleID: A05_113_C17_rt2_i; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: A05 Year: 2024; Accession: HIL16C017; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 7MAP","3_A05_113_C17_rt2_i_10479813_22MM3HLT4_L3_R1","3_A05_113_C17_rt2_i_10479813_22MM3HLT4_L3_R2"
"150","TCDM_3_206_C17_rt3_o","A06_206_C17_rt3_o","SampleID: A06_206_C17_rt3_o; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: A06 Year: 2024; Accession: HIL16C017; Block: 2; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 6MAP","3_A06_206_C17_rt3_o_10479813_22MM3HLT4_L3_R1","3_A06_206_C17_rt3_o_10479813_22MM3HLT4_L3_R2"
"151","TCDM_3_304_X5_31_rt2_i","A07_304_X5_31_rt2_i","SampleID: A07_304_X5_31_rt2_i; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: A07 Year: 2024; Accession: ITH21F005P031; Block: 3; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","3_A07_304_X5_31_rt2_i_10479813_22MM3HLT4_L3_R1","3_A07_304_X5_31_rt2_i_10479813_22MM3HLT4_L3_R2"
"152","TCDM_3_113_C17_rt3_i","A08_113_C17_rt3_i","SampleID: A08_113_C17_rt3_i; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: A08 Year: 2024; Accession: HIL16C017; Block: 1; Root: 3; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 7MAP","3_A08_113_C17_rt3_i_10479813_22MM3HLT4_L3_R1","3_A08_113_C17_rt3_i_10479813_22MM3HLT4_L3_R2"
"153","TCDM_3_106_X4_46_rt2_i","A09_106_X4_46_rt2_i","SampleID: A09_106_X4_46_rt2_i; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: A09 Year: 2024; Accession: ITH21F004P046; Block: 1; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","3_A09_106_X4_46_rt2_i_10479813_22MM3HLT4_L3_R1","3_A09_106_X4_46_rt2_i_10479813_22MM3HLT4_L3_R2"
"154","TCDM_3_112_X4_67_rt3_o","A10_112_X4_67_rt3_o","SampleID: A10_112_X4_67_rt3_o; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: A10 Year: 2024; Accession: ITH21F004P067; Block: 1; Root: 3; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","3_A10_112_X4_67_rt3_o_10479813_22MM3HLT4_L3_R1","3_A10_112_X4_67_rt3_o_10479813_22MM3HLT4_L3_R2"
"155","TCDM_3_207_A04_rt2_i","A11_207_A04_rt2_i","SampleID: A11_207_A04_rt2_i; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: A11 Year: 2024; Accession: HIL16A004; Block: 2; Root: 2; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 9MAP","3_A11_207_A04_rt2_i_10479813_22MM3HLT4_L3_R1","3_A11_207_A04_rt2_i_10479813_22MM3HLT4_L3_R2"
"156","TCDM_3_313_X1_54_rt1_i","B02_313_X1_54_rt1_i","SampleID: B02_313_X1_54_rt1_i; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: B02 Year: 2024; Accession: ITH21F001P054; Block: 3; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 7MAP","3_B02_313_X1_54_rt1_i_10479813_22MM3HLT4_L3_R1","3_B02_313_X1_54_rt1_i_10479813_22MM3HLT4_L3_R2"
"157","TCDM_3_115_X1_54_rt1_o","B03_115_X1_54_rt1_o","SampleID: B03_115_X1_54_rt1_o; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: B03 Year: 2024; Accession: ITH21F001P054; Block: 1; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 8MAP","3_B03_115_X1_54_rt1_o_10479813_22MM3HLT4_L3_R1","3_B03_115_X1_54_rt1_o_10479813_22MM3HLT4_L3_R2"
"158","TCDM_3_411_C17_rt1_o","B04_411_C17_rt1_o","SampleID: B04_411_C17_rt1_o; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: B04 Year: 2024; Accession: HIL16C017; Block: 4; Root: 1; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 8MAP","3_B04_411_C17_rt1_o_10479813_22MM3HLT4_L3_R1","3_B04_411_C17_rt1_o_10479813_22MM3HLT4_L3_R2"
"159","TCDM_3_206_C17_rt1_i","B05_206_C17_rt1_i","SampleID: B05_206_C17_rt1_i; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: B05 Year: 2024; Accession: HIL16C017; Block: 2; Root: 1; Tissue layer: inner; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 6MAP","3_B05_206_C17_rt1_i_10479813_22MM3HLT4_L3_R1","3_B05_206_C17_rt1_i_10479813_22MM3HLT4_L3_R2"
"160","TCDM_3_313_X1_54_rt2_o","B06_313_X1_54_rt2_o","SampleID: B06_313_X1_54_rt2_o; RNAseq Plate ID: TCDM_3; RNAseq Plate Well ID: B06 Year: 2024; Accession: ITH21F001P054; Block: 3; Root: 2; Tissue layer: outer; Greenhouse grown in 10in pot in Ithaca NY USA; Harvested 7MAP","3_B06_313_X1_54_rt2_o_10479813_22MM3HLT4_L3_R1","3_B06_313_X1_54_rt2_o_10479813_22MM3HLT4_L3_R2"
